gene,transcript,score,pvalue,qvalue,info
C16orf71,ENST00000299320,0.0530,0.8374,1.0000,oncogene
AGT,ENST00000366667,0.0530,0.8374,1.0000,oncogene
GABPB2,ENST00000368918,0.0530,0.8374,1.0000,oncogene
MSLNL,ENST00000293892,0.0530,0.8374,1.0000,oncogene
LIF,ENST00000249075,0.0530,0.8374,1.0000,oncogene
C12orf50,ENST00000298699,0.0530,0.8374,1.0000,oncogene
ZNF330,ENST00000262990,0.0530,0.8374,1.0000,oncogene
OR5T2,ENST00000313264,0.0530,0.8374,1.0000,oncogene
ZMYM1,ENST00000373330,0.0530,0.8374,1.0000,oncogene
C2orf83,ENST00000264387,0.0530,0.8374,1.0000,oncogene
C9orf84,ENST00000374287,0.0530,0.8374,1.0000,oncogene
SELP,ENST00000263686,0.0530,0.8374,1.0000,oncogene
SHCBP1L,ENST00000367547,0.0530,0.8374,1.0000,oncogene
ACOXL,ENST00000439055,0.0530,0.8374,1.0000,oncogene
KLF3,ENST00000261438,0.0530,0.8374,1.0000,oncogene
SERPING1,ENST00000278407,0.0530,0.8374,1.0000,oncogene
AMBP,ENST00000265132,0.0530,0.8374,1.0000,oncogene
C2orf72,ENST00000373640,0.0530,0.8374,1.0000,oncogene
C19orf35,ENST00000342063,0.0530,0.8374,1.0000,oncogene
ZNF124,ENST00000340684,0.0530,0.8374,1.0000,oncogene
IL5RA,ENST00000446632,0.0530,0.8374,1.0000,oncogene
TCP10L,ENST00000300258,0.0530,0.8374,1.0000,oncogene
ZSCAN2,ENST00000448803,0.0530,0.8374,1.0000,oncogene
TMEM110-MUSTN1,ENST00000504329,0.0530,0.8374,1.0000,oncogene
ZNF189,ENST00000339664,0.0530,0.8374,1.0000,oncogene
SNX30,ENST00000374232,0.0530,0.8374,1.0000,oncogene
DNAJC17,ENST00000220496,0.0530,0.8374,1.0000,oncogene
HSF2BP,ENST00000291560,0.0530,0.8374,1.0000,oncogene
KRTAP20-1,ENST00000334664,0.0530,0.8374,1.0000,oncogene
PROC,ENST00000234071,0.0530,0.8374,1.0000,oncogene
MED18,ENST00000373842,0.0530,0.8374,1.0000,oncogene
PSMB11,ENST00000408907,0.0530,0.8374,1.0000,oncogene
C1orf68,ENST00000368775,0.0530,0.8374,1.0000,oncogene
NLRP4,ENST00000301295,0.0530,0.8374,1.0000,oncogene
FUOM,ENST00000368552,0.0530,0.8374,1.0000,oncogene
ZDHHC3,ENST00000296127,0.0530,0.8374,1.0000,oncogene
GDF10,ENST00000224605,0.0530,0.8374,1.0000,oncogene
PLCD3,ENST00000322765,0.0530,0.8374,1.0000,oncogene
JAM3,ENST00000299106,0.0530,0.8374,1.0000,oncogene
RNF208,ENST00000392827,0.0530,0.8374,1.0000,oncogene
SLC35F4,ENST00000339762,0.0530,0.8374,1.0000,oncogene
NINJ2,ENST00000305108,0.0530,0.8374,1.0000,oncogene
RND2,ENST00000587250,0.0530,0.8374,1.0000,oncogene
LGR6,ENST00000367278,0.0530,0.8374,1.0000,oncogene
PCDHGA5,ENST00000518069,0.0530,0.8374,1.0000,oncogene
IGHV2-70,ENST00000390634,0.0530,0.8374,1.0000,oncogene
POU1F1,ENST00000344265,0.0530,0.8374,1.0000,oncogene
EFNA1,ENST00000368407,0.0530,0.8374,1.0000,oncogene
TTLL8,ENST00000433387,0.0530,0.8374,1.0000,oncogene
ALOX15,ENST00000570836,0.0530,0.8374,1.0000,oncogene
ZNF546,ENST00000347077,0.0530,0.8374,1.0000,oncogene
ANG,ENST00000336811,0.0530,0.8374,1.0000,oncogene
OR10C1,ENST00000444197,0.0530,0.8374,1.0000,oncogene
ZNF233,ENST00000391958,0.0530,0.8374,1.0000,oncogene
FAM217B,ENST00000358293,0.0530,0.8374,1.0000,oncogene
RGN,ENST00000397180,0.0530,0.8374,1.0000,oncogene
SLC36A2,ENST00000335244,0.0530,0.8374,1.0000,oncogene
ST3GAL5,ENST00000377332,0.0530,0.8374,1.0000,oncogene
GLI4,ENST00000340042,0.0530,0.8374,1.0000,oncogene
MYO16,ENST00000356711,0.0530,0.8374,1.0000,oncogene
KRT78,ENST00000304620,0.0530,0.8374,1.0000,oncogene
TCF23,ENST00000296096,0.0530,0.8374,1.0000,oncogene
SNX4,ENST00000251775,0.0530,0.8374,1.0000,oncogene
MYBPH,ENST00000255416,0.0530,0.8374,1.0000,oncogene
TMEM145,ENST00000301204,0.0530,0.8374,1.0000,oncogene
ACER3,ENST00000532485,0.0530,0.8374,1.0000,oncogene
MURC,ENST00000307584,0.0530,0.8374,1.0000,oncogene
HIST2H3D,ENST00000331491,0.0530,0.8374,1.0000,oncogene
RAB18,ENST00000356940,0.0530,0.8374,1.0000,oncogene
EPDR1,ENST00000199448,0.0530,0.8374,1.0000,oncogene
CRABP2,ENST00000368222,0.0530,0.8374,1.0000,oncogene
SLC35C2,ENST00000372227,0.0530,0.8374,1.0000,oncogene
PTER,ENST00000378000,0.0530,0.8374,1.0000,oncogene
C5orf52,ENST00000409999,0.0530,0.8374,1.0000,oncogene
OR2D2,ENST00000299459,0.0530,0.8374,1.0000,oncogene
CCDC65,ENST00000320516,0.0530,0.8434,1.0000,oncogene
PHOX2B,ENST00000226382,0.0530,0.8434,1.0000,oncogene
ATP10D,ENST00000273859,0.0530,0.8434,1.0000,oncogene
MAMSTR,ENST00000318083,0.0530,0.8434,1.0000,oncogene
KBTBD13,ENST00000432196,0.0530,0.8434,1.0000,oncogene
ZNF101,ENST00000592502,0.0530,0.8434,1.0000,oncogene
SFTPC,ENST00000318561,0.0530,0.8434,1.0000,oncogene
CYP2C9,ENST00000260682,0.0530,0.8434,1.0000,oncogene
SLC18A2,ENST00000298472,0.0530,0.8434,1.0000,oncogene
CRP,ENST00000255030,0.0530,0.8434,1.0000,oncogene
TMEM209,ENST00000397622,0.0530,0.8434,1.0000,oncogene
ARSI,ENST00000328668,0.0520,0.8434,1.0000,oncogene
PKD2L2,ENST00000290431,0.0520,0.8434,1.0000,oncogene
APOA5,ENST00000542499,0.0520,0.8434,1.0000,oncogene
ISLR2,ENST00000361742,0.0520,0.8434,1.0000,oncogene
IGHV4-39,ENST00000390619,0.0520,0.8434,1.0000,oncogene
HLA-F,ENST00000259951,0.0520,0.8434,1.0000,oncogene
OR8B2,ENST00000375013,0.0520,0.8434,1.0000,oncogene
MMP10,ENST00000279441,0.0520,0.8434,1.0000,oncogene
IGHV3-30,ENST00000390613,0.0520,0.8434,1.0000,oncogene
SKIDA1,ENST00000449193,0.0520,0.8434,1.0000,oncogene
MEPE,ENST00000424957,0.0520,0.8434,1.0000,oncogene
IL27,ENST00000356897,0.0520,0.8434,1.0000,oncogene
ACSM4,ENST00000399422,0.0520,0.8434,1.0000,oncogene
SPHKAP,ENST00000392056,0.0520,0.8434,1.0000,oncogene
TPTE,ENST00000361285,0.0520,0.8434,1.0000,oncogene
TBPL2,ENST00000247219,0.0520,0.8434,1.0000,oncogene
MSANTD1,ENST00000438480,0.0520,0.8434,1.0000,oncogene
THEMIS2,ENST00000373921,0.0520,0.8434,1.0000,oncogene
MUC7,ENST00000413702,0.0520,0.8434,1.0000,oncogene
NPTX1,ENST00000306773,0.0520,0.8434,1.0000,oncogene
OR4D11,ENST00000313253,0.0520,0.8434,1.0000,oncogene
C2CD4C,ENST00000332235,0.0520,0.8434,1.0000,oncogene
CDX2,ENST00000381020,0.0520,0.8434,1.0000,oncogene
IGKV3-15,ENST00000390252,0.0520,0.8434,1.0000,oncogene
GPR6,ENST00000275169,0.0520,0.8434,1.0000,oncogene
CPA6,ENST00000297770,0.0520,0.8434,1.0000,oncogene
CDX4,ENST00000373514,0.0520,0.8434,1.0000,oncogene
HOXA13,ENST00000222753,0.0520,0.8434,1.0000,oncogene
CMTM2,ENST00000268595,0.0520,0.8434,1.0000,oncogene
CRB1,ENST00000367400,0.0520,0.8434,1.0000,oncogene
LYZL6,ENST00000585556,0.0520,0.8434,1.0000,oncogene
DENND2C,ENST00000393274,0.0520,0.8434,1.0000,oncogene
METTL7A,ENST00000548553,0.0520,0.8434,1.0000,oncogene
PDE4C,ENST00000355502,0.0520,0.8434,1.0000,oncogene
ZDHHC12,ENST00000372663,0.0520,0.8434,1.0000,oncogene
SCRT2,ENST00000246104,0.0520,0.8434,1.0000,oncogene
ERMARD,ENST00000366773,0.0520,0.8434,1.0000,oncogene
FDX1L,ENST00000393708,0.0520,0.8434,1.0000,oncogene
PANK3,ENST00000239231,0.0520,0.8434,1.0000,oncogene
REG3A,ENST00000393878,0.0520,0.8434,1.0000,oncogene
ATP10A,ENST00000356865,0.0520,0.8434,1.0000,oncogene
PSG8,ENST00000306511,0.0520,0.8434,1.0000,oncogene
GSG1L,ENST00000447459,0.0520,0.8434,1.0000,oncogene
PPP1R1B,ENST00000254079,0.0520,0.8434,1.0000,oncogene
OR2T3,ENST00000359594,0.0520,0.8434,1.0000,oncogene
C22orf42,ENST00000382097,0.0520,0.8434,1.0000,oncogene
ASPDH,ENST00000389208,0.0520,0.8434,1.0000,oncogene
ASAH2B,ENST00000374006,0.0520,0.8434,1.0000,oncogene
IFNAR2,ENST00000342136,0.0520,0.8434,1.0000,oncogene
RGL3,ENST00000393423,0.0520,0.8434,1.0000,oncogene
HOXB8,ENST00000239144,0.0520,0.8434,1.0000,oncogene
KIF26A,ENST00000423312,0.0520,0.8434,1.0000,oncogene
TMEM200A,ENST00000392429,0.0520,0.8434,1.0000,oncogene
FABP12,ENST00000360464,0.0520,0.8434,1.0000,oncogene
RAPGEFL1,ENST00000436615,0.0520,0.8434,1.0000,oncogene
TCN2,ENST00000215838,0.0520,0.8434,1.0000,oncogene
DHRS13,ENST00000378895,0.0520,0.8434,1.0000,oncogene
HCAR1,ENST00000432564,0.0520,0.8434,1.0000,oncogene
NAALAD2,ENST00000534061,0.0520,0.8434,1.0000,oncogene
