cancer_type_abbr,mirbase_mat_id,gene_symbol,ensg,validated,number_of_tool,pearson_cor,pearson_pv,spearman_cor,spearman_pv,kendall_cor,kendall_pv
STAD,hsa-miR-100-5p,NOP2,ENSG00000111641,1,3,-0.279321,4.29E-08,-0.3389,2.50E-11,-0.2296,3.80E-11
STAD,hsa-miR-100-5p,DDX21,ENSG00000165732,1,2,-0.276639,5.83E-08,-0.372,1.58E-13,-0.2534,2.97E-13
STAD,hsa-miR-100-5p,PLK1,ENSG00000166851,2,2,-0.318658,3.17E-10,-0.3916,3.52E-15,-0.2646,2.54E-14
STAD,hsa-miR-100-5p,RRM2,ENSG00000171848,1,0,-0.383868,1.66E-14,-0.4431,0.00E+00,-0.3028,2.77E-18
STAD,hsa-miR-100-5p,KPNA2,ENSG00000182481,1,0,-0.359608,8.48E-13,-0.4419,0.00E+00,-0.3022,3.26E-18
STAD,hsa-miR-106a-5p,CELF2,ENSG00000048740,0,7,-0.353009,2.34E-12,-0.521,0.00E+00,-0.367,4.18E-26
STAD,hsa-miR-106a-5p,NTN1,ENSG00000065320,0,8,-0.294987,6.63E-09,-0.5865,0.00E+00,-0.4201,1.12E-33
STAD,hsa-miR-106a-5p,RAB27A,ENSG00000069974,0,6,-0.213632,3.26E-05,-0.3385,2.67E-11,-0.2253,8.79E-11
STAD,hsa-miR-106a-5p,CYBRD1,ENSG00000071967,0,9,-0.406315,3.21E-16,-0.6372,0.00E+00,-0.4554,2.81E-39
STAD,hsa-miR-106a-5p,MRVI1,ENSG00000072952,0,6,-0.363227,4.81E-13,-0.6961,0.00E+00,-0.5073,2.51E-48
STAD,hsa-miR-106a-5p,PPP1R12B,ENSG00000077157,0,7,-0.267435,1.64E-07,-0.5914,0.00E+00,-0.4212,7.57E-34
STAD,hsa-miR-106a-5p,FBLN1,ENSG00000077942,0,9,-0.223924,1.30E-05,-0.4788,0.00E+00,-0.3343,6.11E-22
STAD,hsa-miR-106a-5p,TP53INP2,ENSG00000078804,0,8,-0.121977,1.86E-02,-0.3214,2.77E-10,-0.2211,1.93E-10
STAD,hsa-miR-106a-5p,TNS1,ENSG00000079308,0,7,-0.329044,7.66E-11,-0.7093,0.00E+00,-0.5149,9.66E-50
STAD,hsa-miR-106a-5p,PTGS1,ENSG00000095303,0,8,-0.290733,1.11E-08,-0.4575,0.00E+00,-0.3199,3.17E-20
STAD,hsa-miR-106a-5p,FKBP5,ENSG00000096060,0,6,-0.221131,1.68E-05,-0.3268,1.34E-10,-0.2198,2.46E-10
STAD,hsa-miR-106a-5p,TIMP3,ENSG00000100234,0,8,-0.345768,6.93E-12,-0.5156,0.00E+00,-0.3581,6.22E-25
STAD,hsa-miR-106a-5p,CBX7,ENSG00000100307,0,7,-0.382561,2.06E-14,-0.64,0.00E+00,-0.4617,2.48E-40
STAD,hsa-miR-106a-5p,CRISPLD2,ENSG00000103196,1,3,-0.388065,8.10E-15,-0.6104,0.00E+00,-0.4337,8.70E-36
STAD,hsa-miR-106a-5p,FOXF1,ENSG00000103241,0,8,-0.35737,1.20E-12,-0.5902,0.00E+00,-0.4234,3.48E-34
STAD,hsa-miR-106a-5p,RASL12,ENSG00000103710,0,6,-0.322294,1.94E-10,-0.5662,0.00E+00,-0.3983,1.89E-30
STAD,hsa-miR-106a-5p,SFRP1,ENSG00000104332,0,6,-0.299966,3.58E-09,-0.6194,0.00E+00,-0.4432,2.69E-37
STAD,hsa-miR-106a-5p,CAV1,ENSG00000105974,1,8,-0.183023,3.88E-04,-0.5164,0.00E+00,-0.3628,1.50E-25
STAD,hsa-miR-106a-5p,CXCL12,ENSG00000107562,0,6,-0.262013,2.95E-07,-0.5267,0.00E+00,-0.3648,8.13E-26
STAD,hsa-miR-106a-5p,SASH1,ENSG00000111961,0,8,-0.189365,2.39E-04,-0.4221,0.00E+00,-0.289,8.68E-17
STAD,hsa-miR-106a-5p,SMOC2,ENSG00000112562,0,9,-0.311487,8.20E-10,-0.5718,0.00E+00,-0.4087,5.62E-32
STAD,hsa-miR-106a-5p,SPARC,ENSG00000113140,0,8,-0.294486,7.05E-09,-0.332,6.64E-11,-0.2238,1.15E-10
STAD,hsa-miR-106a-5p,PDGFRB,ENSG00000113721,0,7,-0.362833,5.12E-13,-0.477,0.00E+00,-0.3247,8.85E-21
STAD,hsa-miR-106a-5p,KAT2B,ENSG00000114166,0,10,-0.368536,2.07E-13,-0.5127,0.00E+00,-0.3552,1.49E-24
STAD,hsa-miR-106a-5p,ZBTB47,ENSG00000114853,1,8,-0.402551,6.35E-16,-0.5945,0.00E+00,-0.4233,3.56E-34
STAD,hsa-miR-106a-5p,RAP1A,ENSG00000116473,0,7,-0.178175,5.55E-04,-0.3664,3.98E-13,-0.2553,1.96E-13
STAD,hsa-miR-106a-5p,NRP2,ENSG00000118257,0,7,-0.324037,1.53E-10,-0.5489,0.00E+00,-0.3923,1.37E-29
STAD,hsa-miR-106a-5p,ELL2,ENSG00000118985,0,10,-0.169466,1.03E-03,-0.371,1.87E-13,-0.254,2.60E-13
STAD,hsa-miR-106a-5p,KLF9,ENSG00000119138,0,9,-0.365567,3.32E-13,-0.6023,0.00E+00,-0.4333,9.87E-36
STAD,hsa-miR-106a-5p,PPP1R3C,ENSG00000119938,0,6,-0.265418,2.04E-07,-0.5587,0.00E+00,-0.3961,3.86E-30
STAD,hsa-miR-106a-5p,FAM117A,ENSG00000121104,0,8,-0.124574,1.62E-02,-0.3529,3.27E-12,-0.2491,7.42E-13
STAD,hsa-miR-106a-5p,CRY2,ENSG00000121671,0,9,-0.221899,1.56E-05,-0.4719,0.00E+00,-0.3296,2.27E-21
STAD,hsa-miR-106a-5p,CPXM2,ENSG00000121898,0,6,-0.319975,2.66E-10,-0.6247,0.00E+00,-0.4454,1.20E-37
STAD,hsa-miR-106a-5p,CALD1,ENSG00000122786,0,10,-0.275397,6.72E-08,-0.5838,0.00E+00,-0.4141,9.01E-33
STAD,hsa-miR-106a-5p,PTGIS,ENSG00000124212,1,5,-0.294873,6.73E-09,-0.5649,0.00E+00,-0.3965,3.47E-30
STAD,hsa-miR-106a-5p,AHNAK,ENSG00000124942,0,9,-0.392184,3.98E-15,-0.5639,0.00E+00,-0.4008,8.16E-31
STAD,hsa-miR-106a-5p,FGL2,ENSG00000127951,0,10,-0.297649,4.78E-09,-0.5283,0.00E+00,-0.3726,7.35E-27
STAD,hsa-miR-106a-5p,GNAI1,ENSG00000127955,0,6,-0.242681,2.18E-06,-0.4166,0.00E+00,-0.2875,1.26E-16
STAD,hsa-miR-106a-5p,PALLD,ENSG00000129116,0,6,-0.302282,2.68E-09,-0.6181,0.00E+00,-0.4468,7.01E-38
STAD,hsa-miR-106a-5p,CNN1,ENSG00000130176,0,6,-0.240676,2.66E-06,-0.6455,0.00E+00,-0.4658,5.05E-41
STAD,hsa-miR-106a-5p,PDLIM4,ENSG00000131435,0,7,-0.262892,2.69E-07,-0.4514,0.00E+00,-0.3159,9.44E-20
STAD,hsa-miR-106a-5p,FAM129A,ENSG00000135842,1,9,-0.310794,8.98E-10,-0.7013,0.00E+00,-0.5158,6.74E-50
STAD,hsa-miR-106a-5p,TPM1,ENSG00000140416,0,6,-0.260497,3.48E-07,-0.5156,0.00E+00,-0.3651,7.58E-26
STAD,hsa-miR-106a-5p,TGFB1I1,ENSG00000140682,0,6,-0.339342,1.77E-11,-0.6089,0.00E+00,-0.4349,5.66E-36
STAD,hsa-miR-106a-5p,ITPKB,ENSG00000143772,0,8,-0.232301,5.97E-06,-0.5324,0.00E+00,-0.3807,5.81E-28
STAD,hsa-miR-106a-5p,COL8A1,ENSG00000144810,0,7,-0.374282,8.16E-14,-0.5443,0.00E+00,-0.3768,1.99E-27
STAD,hsa-miR-106a-5p,LPP,ENSG00000145012,0,7,-0.298126,4.50E-09,-0.5517,0.00E+00,-0.3912,1.93E-29
STAD,hsa-miR-106a-5p,KCNMB1,ENSG00000145936,1,1,-0.284896,2.24E-08,-0.6454,0.00E+00,-0.4669,3.29E-41
STAD,hsa-miR-106a-5p,NACC2,ENSG00000148411,1,6,-0.295338,6.35E-09,-0.4317,0.00E+00,-0.3034,2.39E-18
STAD,hsa-miR-106a-5p,C16orf89,ENSG00000153446,0,7,-0.193513,1.73E-04,-0.5309,0.00E+00,-0.3631,1.38E-25
STAD,hsa-miR-106a-5p,PGM5,ENSG00000154330,0,6,-0.275428,6.70E-08,-0.6786,0.00E+00,-0.4933,8.59E-46
STAD,hsa-miR-106a-5p,KLF10,ENSG00000155090,1,10,-0.293786,7.69E-09,-0.4345,0.00E+00,-0.3076,8.19E-19
STAD,hsa-miR-106a-5p,BTG2,ENSG00000159388,1,7,-0.202696,8.24E-05,-0.3302,8.43E-11,-0.2243,1.06E-10
STAD,hsa-miR-106a-5p,ST6GALNAC6,ENSG00000160408,0,6,-0.390611,5.23E-15,-0.5937,0.00E+00,-0.4189,1.66E-33
STAD,hsa-miR-106a-5p,NEXN,ENSG00000162614,0,6,-0.26032,3.54E-07,-0.557,0.00E+00,-0.393,1.08E-29
STAD,hsa-miR-106a-5p,FRZB,ENSG00000162998,0,6,-0.305056,1.88E-09,-0.5812,0.00E+00,-0.4055,1.70E-31
STAD,hsa-miR-106a-5p,FYCO1,ENSG00000163820,0,7,-0.362657,5.26E-13,-0.5976,0.00E+00,-0.4295,3.95E-35
STAD,hsa-miR-106a-5p,HEYL,ENSG00000163909,0,6,-0.312658,7.04E-10,-0.5209,0.00E+00,-0.3552,1.49E-24
STAD,hsa-miR-106a-5p,F2RL2,ENSG00000164220,0,9,-0.265981,1.92E-07,-0.3524,3.52E-12,-0.2374,8.19E-12
STAD,hsa-miR-106a-5p,DLC1,ENSG00000164741,0,6,-0.336326,2.74E-11,-0.5174,0.00E+00,-0.3647,8.58E-26
STAD,hsa-miR-106a-5p,CFL2,ENSG00000165410,1,10,-0.241291,2.50E-06,-0.53,0.00E+00,-0.3714,1.07E-26
STAD,hsa-miR-106a-5p,COL3A1,ENSG00000168542,0,6,-0.29711,5.11E-09,-0.3784,5.15E-14,-0.2546,2.29E-13
STAD,hsa-miR-106a-5p,PRNP,ENSG00000171867,1,7,-0.244283,1.86E-06,-0.3655,4.63E-13,-0.2511,4.77E-13
STAD,hsa-miR-106a-5p,SYNPO2,ENSG00000172403,0,7,-0.237898,3.49E-06,-0.7016,0.00E+00,-0.5135,1.82E-49
STAD,hsa-miR-106a-5p,MSRB3,ENSG00000174099,0,6,-0.307737,1.33E-09,-0.6349,0.00E+00,-0.4596,5.47E-40
STAD,hsa-miR-106a-5p,ZBTB4,ENSG00000174282,1,11,-0.44971,6.41E-20,-0.6591,0.00E+00,-0.4821,8.10E-44
STAD,hsa-miR-106a-5p,PODN,ENSG00000174348,0,6,-0.377722,4.63E-14,-0.6334,0.00E+00,-0.4494,2.67E-38
STAD,hsa-miR-106a-5p,F2R,ENSG00000181104,1,8,-0.336068,2.84E-11,-0.4164,0.00E+00,-0.2851,2.20E-16
STAD,hsa-miR-106a-5p,RGMA,ENSG00000182175,0,9,-0.327425,9.60E-11,-0.6643,0.00E+00,-0.4806,1.50E-43
STAD,hsa-miR-106a-5p,SYNM,ENSG00000182253,0,6,-0.233904,5.12E-06,-0.6391,0.00E+00,-0.4607,3.62E-40
STAD,hsa-miR-106a-5p,NDN,ENSG00000182636,0,7,-0.392945,3.48E-15,-0.6525,0.00E+00,-0.4729,3.21E-42
STAD,hsa-miR-106a-5p,METTL7A,ENSG00000185432,0,7,-0.240659,2.66E-06,-0.4614,0.00E+00,-0.3201,3.03E-20
STAD,hsa-miR-106a-5p,THBS2,ENSG00000186340,0,9,-0.265306,2.07E-07,-0.3243,1.89E-10,-0.2166,4.49E-10
STAD,hsa-miR-106a-5p,FNBP1,ENSG00000187239,0,6,-0.293037,8.42E-09,-0.5571,0.00E+00,-0.3925,1.27E-29
STAD,hsa-miR-106a-5p,PRELP,ENSG00000188783,0,6,-0.359827,8.19E-13,-0.6585,0.00E+00,-0.4762,8.69E-43
STAD,hsa-miR-106a-5p,KANK2,ENSG00000197256,0,7,-0.341978,1.21E-11,-0.6673,0.00E+00,-0.484,3.71E-44
STAD,hsa-miR-106a-5p,MFAP5,ENSG00000197614,0,7,-0.276974,5.61E-08,-0.4834,0.00E+00,-0.3285,3.08E-21
STAD,hsa-miR-106a-5p,CCDC69,ENSG00000198624,0,6,-0.328012,8.84E-11,-0.5992,0.00E+00,-0.4269,9.84E-35
STAD,hsa-miR-106a-5p,TOX,ENSG00000198846,0,6,-0.161758,1.75E-03,-0.4228,0.00E+00,-0.2897,7.23E-17
STAD,hsa-miR-106a-5p,S1PR3,ENSG00000213694,0,8,-0.368482,2.09E-13,-0.5808,0.00E+00,-0.4082,6.65E-32
STAD,hsa-miR-106a-5p,TXNIP,ENSG00000265972,1,9,-0.401087,8.26E-16,-0.5954,0.00E+00,-0.427,9.44E-35
STAD,hsa-miR-125b-2-3p,DBF4,ENSG00000006634,0,7,-0.205438,6.56E-05,-0.4285,4.77E-18,-0.291,5.31E-17
STAD,hsa-miR-125b-2-3p,TFRC,ENSG00000072274,0,7,-0.310686,9.11E-10,-0.4483,8.69E-20,-0.3096,4.93E-19
STAD,hsa-miR-125b-2-3p,BIRC5,ENSG00000089685,0,6,-0.29033,1.17E-08,-0.4276,5.78E-18,-0.2912,5.13E-17
STAD,hsa-miR-125b-2-3p,ASF1B,ENSG00000105011,0,7,-0.303939,2.17E-09,-0.3979,1.47E-15,-0.267,1.52E-14
STAD,hsa-miR-125b-2-3p,PCNA,ENSG00000132646,0,7,-0.253555,7.23E-07,-0.3439,9.13E-12,-0.2348,1.39E-11
STAD,hsa-miR-125b-2-3p,CCNB1,ENSG00000134057,0,6,-0.317988,3.47E-10,-0.4457,1.48E-19,-0.2994,6.70E-18
STAD,hsa-miR-125b-2-3p,KIF11,ENSG00000138160,0,6,-0.329504,7.19E-11,-0.4134,8.66E-17,-0.282,4.72E-16
STAD,hsa-miR-125b-2-3p,NUF2,ENSG00000143228,0,6,-0.222973,1.42E-05,-0.3607,7.20E-13,-0.2459,1.44E-12
STAD,hsa-miR-125b-2-3p,MKI67,ENSG00000148773,0,6,-0.302177,2.71E-09,-0.3781,4.32E-14,-0.255,2.13E-13
STAD,hsa-miR-125b-2-3p,ZNF367,ENSG00000165244,0,6,-0.241302,2.50E-06,-0.3636,4.51E-13,-0.2485,8.45E-13
STAD,hsa-miR-125b-2-3p,RRM2,ENSG00000171848,0,7,-0.353713,2.10E-12,-0.4707,6.60E-22,-0.3206,2.68E-20
STAD,hsa-miR-125b-2-3p,MZT1,ENSG00000204899,0,7,-0.235612,4.35E-06,-0.4243,1.09E-17,-0.2932,3.11E-17
STAD,hsa-miR-125b-5p,NDC1,ENSG00000058804,1,3,-0.432259,2.28E-18,-0.5159,0.00E+00,-0.3614,2.32E-25
STAD,hsa-miR-125b-5p,TFRC,ENSG00000072274,0,6,-0.389935,5.87E-15,-0.4951,0.00E+00,-0.3384,1.95E-22
STAD,hsa-miR-125b-5p,ATP13A3,ENSG00000133657,0,9,-0.29973,3.69E-09,-0.357,1.74E-12,-0.2414,3.64E-12
STAD,hsa-miR-125b-5p,PSAT1,ENSG00000135069,1,1,-0.259159,4.01E-07,-0.3348,4.46E-11,-0.2246,9.93E-11
STAD,hsa-miR-125b-5p,SMC2,ENSG00000136824,1,7,-0.35731,1.21E-12,-0.3994,2.02E-16,-0.2722,4.53E-15
STAD,hsa-miR-125b-5p,HSPD1,ENSG00000144381,1,0,-0.37101,1.39E-13,-0.443,0.00E+00,-0.3,5.64E-18
STAD,hsa-miR-125b-5p,MKI67,ENSG00000148773,0,8,-0.308326,1.24E-09,-0.3437,1.26E-11,-0.2339,1.65E-11
STAD,hsa-miR-125b-5p,NCAPD3,ENSG00000151503,0,7,-0.28372,2.57E-08,-0.3266,1.38E-10,-0.2198,2.45E-10
STAD,hsa-miR-125b-5p,RACGAP1,ENSG00000161800,0,7,-0.338747,1.93E-11,-0.4006,3.38E-17,-0.2713,5.68E-15
STAD,hsa-miR-125b-5p,RRM2,ENSG00000171848,0,6,-0.336342,2.73E-11,-0.4113,0.00E+00,-0.2782,1.14E-15
STAD,hsa-miR-125b-5p,FAM91A1,ENSG00000176853,1,4,-0.259449,3.89E-07,-0.4035,0.00E+00,-0.2706,6.53E-15
STAD,hsa-miR-1285-5p,PTGS1,ENSG00000095303,0,6,-0.167935,1.15E-03,-0.3266,1.07E-10,-0.2245,1.02E-10
STAD,hsa-miR-1285-5p,PDE5A,ENSG00000138735,0,6,-0.179482,5.04E-04,-0.3948,2.52E-15,-0.2692,9.11E-15
STAD,hsa-miR-1285-5p,ZER1,ENSG00000160445,1,7,-0.165096,1.40E-03,-0.3321,4.99E-11,-0.2318,2.49E-11
STAD,hsa-miR-1301-3p,NFIX,ENSG00000008441,0,8,-0.24982,1.06E-06,-0.3797,4.06E-14,-0.2654,2.12E-14
STAD,hsa-miR-1301-3p,FHL1,ENSG00000022267,0,6,-0.205925,6.30E-05,-0.4112,0.00E+00,-0.2869,1.45E-16
STAD,hsa-miR-1301-3p,NTN1,ENSG00000065320,0,6,-0.196601,1.35E-04,-0.3531,3.15E-12,-0.242,3.22E-12
STAD,hsa-miR-1301-3p,MYLK,ENSG00000065534,1,4,-0.210123,4.41E-05,-0.3779,5.64E-14,-0.2642,2.77E-14
STAD,hsa-miR-1301-3p,INPP5A,ENSG00000068383,0,8,-0.220242,1.82E-05,-0.3656,4.51E-13,-0.2515,4.38E-13
STAD,hsa-miR-1301-3p,TACR2,ENSG00000075073,0,6,-0.198029,1.21E-04,-0.4239,1.18E-17,-0.2941,2.50E-17
STAD,hsa-miR-1301-3p,PPP1R12B,ENSG00000077157,0,7,-0.212357,3.64E-05,-0.4618,0.00E+00,-0.3221,1.78E-20
STAD,hsa-miR-1301-3p,SFRP1,ENSG00000104332,0,8,-0.189158,2.43E-04,-0.3169,5.04E-10,-0.2205,2.15E-10
STAD,hsa-miR-1301-3p,PRUNE2,ENSG00000106772,0,6,-0.207986,5.29E-05,-0.4329,0.00E+00,-0.3028,2.81E-18
STAD,hsa-miR-1301-3p,KLF9,ENSG00000119138,0,10,-0.249958,1.05E-06,-0.3698,2.28E-13,-0.2558,1.75E-13
STAD,hsa-miR-1301-3p,SLC25A23,ENSG00000125648,0,6,-0.239138,3.09E-06,-0.3738,1.15E-13,-0.2542,2.46E-13
STAD,hsa-miR-1301-3p,LPP,ENSG00000145012,0,6,-0.248156,1.26E-06,-0.5152,0.00E+00,-0.3665,4.91E-26
STAD,hsa-miR-1301-3p,TMEM47,ENSG00000147027,0,7,-0.239011,3.13E-06,-0.3709,1.89E-13,-0.2587,9.31E-14
STAD,hsa-miR-1301-3p,JPH2,ENSG00000149596,0,6,-0.222915,1.43E-05,-0.3791,4.57E-14,-0.2633,3.40E-14
STAD,hsa-miR-1301-3p,PGM5,ENSG00000154330,0,9,-0.214238,3.09E-05,-0.4205,0.00E+00,-0.2938,2.65E-17
STAD,hsa-miR-1301-3p,RBPMS,ENSG00000157110,0,6,-0.203336,7.82E-05,-0.3572,1.70E-12,-0.2435,2.35E-12
STAD,hsa-miR-1301-3p,NFIA,ENSG00000162599,0,7,-0.303544,2.28E-09,-0.4862,0.00E+00,-0.3432,5.01E-23
STAD,hsa-miR-1301-3p,ANTXR2,ENSG00000163297,0,6,-0.291181,1.05E-08,-0.436,0.00E+00,-0.31,4.39E-19
STAD,hsa-miR-1301-3p,LMOD1,ENSG00000163431,0,7,-0.219869,1.88E-05,-0.4448,0.00E+00,-0.3118,2.73E-19
STAD,hsa-miR-1301-3p,FYCO1,ENSG00000163820,0,6,-0.259688,3.79E-07,-0.427,0.00E+00,-0.2991,7.13E-18
STAD,hsa-miR-1301-3p,ZCCHC24,ENSG00000165424,1,8,-0.238703,3.23E-06,-0.3375,3.06E-11,-0.2349,1.33E-11
STAD,hsa-miR-1301-3p,MFAP4,ENSG00000166482,0,6,-0.216309,2.58E-05,-0.3409,1.89E-11,-0.2335,1.78E-11
STAD,hsa-miR-1301-3p,TNXB,ENSG00000168477,1,0,-0.176659,6.20E-04,-0.3193,3.68E-10,-0.218,3.47E-10
STAD,hsa-miR-1301-3p,SYNPO2,ENSG00000172403,0,6,-0.184364,3.51E-04,-0.4265,0.00E+00,-0.3004,5.17E-18
STAD,hsa-miR-1301-3p,CSPG4,ENSG00000173546,0,8,-0.19689,1.32E-04,-0.3241,1.93E-10,-0.2245,1.01E-10
STAD,hsa-miR-1301-3p,MSRB3,ENSG00000174099,0,7,-0.211769,3.83E-05,-0.3521,3.68E-12,-0.2465,1.26E-12
STAD,hsa-miR-1301-3p,TOM1L2,ENSG00000175662,0,6,-0.226518,1.03E-05,-0.3941,1.84E-15,-0.2703,7.07E-15
STAD,hsa-miR-1301-3p,PRELP,ENSG00000188783,0,7,-0.220712,1.74E-05,-0.3384,2.69E-11,-0.2363,1.02E-11
STAD,hsa-miR-1301-3p,TOX,ENSG00000198846,0,8,-0.099604,5.49E-02,-0.3353,4.16E-11,-0.2264,7.00E-11
STAD,hsa-miR-1304-3p,PLEKHO1,ENSG00000023902,1,1,-0.316232,4.39E-10,-0.4477,0.00E+00,-0.3117,2.85E-19
STAD,hsa-miR-1304-3p,NNAT,ENSG00000053438,0,6,-0.243895,1.93E-06,-0.3817,2.80E-14,-0.2662,1.78E-14
STAD,hsa-miR-1304-3p,TGFBR3,ENSG00000069702,0,6,-0.275536,6.61E-08,-0.4121,0.00E+00,-0.2859,1.85E-16
STAD,hsa-miR-1304-3p,PPP1R12B,ENSG00000077157,0,6,-0.278309,4.82E-08,-0.5843,0.00E+00,-0.4241,2.70E-34
STAD,hsa-miR-1304-3p,FGFR1,ENSG00000077782,1,6,-0.184216,3.55E-04,-0.5494,0.00E+00,-0.3905,2.43E-29
STAD,hsa-miR-1304-3p,PTGS1,ENSG00000095303,0,6,-0.274216,7.68E-08,-0.3668,3.73E-13,-0.2495,6.77E-13
STAD,hsa-miR-1304-3p,SFRP1,ENSG00000104332,0,6,-0.280654,3.67E-08,-0.5547,0.00E+00,-0.3885,4.65E-29
STAD,hsa-miR-1304-3p,PDGFRB,ENSG00000113721,0,7,-0.289646,1.27E-08,-0.3664,3.99E-13,-0.2434,2.39E-12
STAD,hsa-miR-1304-3p,SH3BGRL,ENSG00000131171,0,6,-0.337459,2.33E-11,-0.507,0.00E+00,-0.3616,2.20E-25
STAD,hsa-miR-1304-3p,LPP,ENSG00000145012,0,6,-0.318224,3.36E-10,-0.6274,0.00E+00,-0.4501,2.04E-38
STAD,hsa-miR-1304-3p,PDLIM3,ENSG00000154553,1,3,-0.32266,1.85E-10,-0.5724,0.00E+00,-0.4084,6.21E-32
STAD,hsa-miR-1304-3p,ADAMTS1,ENSG00000154734,0,6,-0.292955,8.51E-09,-0.4429,0.00E+00,-0.2963,1.45E-17
STAD,hsa-miR-1304-3p,FBXO32,ENSG00000156804,0,6,-0.298688,4.20E-09,-0.5041,0.00E+00,-0.3591,4.58E-25
STAD,hsa-miR-1304-3p,ZER1,ENSG00000160445,1,5,-0.357904,1.10E-12,-0.4022,0.00E+00,-0.2793,8.78E-16
STAD,hsa-miR-1304-3p,HEYL,ENSG00000163909,1,3,-0.274055,7.82E-08,-0.4678,0.00E+00,-0.3166,7.73E-20
STAD,hsa-miR-1304-3p,AMOTL1,ENSG00000166025,0,6,-0.298454,4.32E-09,-0.4508,0.00E+00,-0.3116,2.90E-19
STAD,hsa-miR-1304-3p,MSRB3,ENSG00000174099,0,6,-0.305925,1.68E-09,-0.5746,0.00E+00,-0.413,1.29E-32
STAD,hsa-miR-1304-3p,GAS1,ENSG00000180447,0,6,-0.246983,1.42E-06,-0.4232,0.00E+00,-0.2916,4.63E-17
STAD,hsa-miR-1304-3p,F2R,ENSG00000181104,0,6,-0.271718,1.02E-07,-0.3479,6.90E-12,-0.236,1.08E-11
STAD,hsa-miR-1304-3p,KANK2,ENSG00000197256,0,6,-0.361791,6.03E-13,-0.6486,0.00E+00,-0.4691,1.39E-41
STAD,hsa-miR-1304-3p,MFAP5,ENSG00000197614,0,6,-0.264348,2.29E-07,-0.4165,0.00E+00,-0.2819,4.77E-16
STAD,hsa-miR-1304-3p,PLN,ENSG00000198523,0,6,-0.286554,1.84E-08,-0.6138,0.00E+00,-0.4426,3.33E-37
STAD,hsa-miR-1307-3p,NTN1,ENSG00000065320,0,6,-0.326198,1.14E-10,-0.4952,2.05E-24,-0.3473,1.52E-23
STAD,hsa-miR-1307-3p,FGFR1,ENSG00000077782,1,4,-0.253484,7.28E-07,-0.5428,6.89E-30,-0.3891,3.87E-29
STAD,hsa-miR-1307-3p,CRISPLD2,ENSG00000103196,1,2,-0.423665,1.23E-17,-0.5491,1.12E-30,-0.3844,1.78E-28
STAD,hsa-miR-1307-3p,PDLIM3,ENSG00000154553,1,2,-0.399802,1.04E-15,-0.6255,8.60E-42,-0.4512,1.34E-38
STAD,hsa-miR-1307-3p,HEYL,ENSG00000163909,1,1,-0.334424,3.59E-11,-0.4853,2.22E-23,-0.3318,1.26E-21
STAD,hsa-miR-1307-3p,C16orf45,ENSG00000166780,1,1,-0.392376,3.85E-15,-0.5325,1.25E-28,-0.3775,1.57E-27
STAD,hsa-miR-1307-3p,MAF,ENSG00000178573,0,7,-0.335065,3.28E-11,-0.4576,1.20E-20,-0.318,5.32E-20
STAD,hsa-miR-1307-3p,THBS2,ENSG00000186340,1,1,-0.255478,5.91E-07,-0.3096,1.04E-09,-0.2066,2.68E-09
STAD,hsa-miR-130b-3p,PDK4,ENSG00000004799,0,6,-0.191083,2.09E-04,-0.4388,0.00E+00,-0.303,2.67E-18
STAD,hsa-miR-130b-3p,NTN1,ENSG00000065320,0,6,-0.255388,5.97E-07,-0.46,0.00E+00,-0.3211,2.34E-20
STAD,hsa-miR-130b-3p,CYBRD1,ENSG00000071967,0,7,-0.32377,1.59E-10,-0.5535,0.00E+00,-0.3908,2.23E-29
STAD,hsa-miR-130b-3p,FERMT2,ENSG00000073712,0,6,-0.278706,4.60E-08,-0.5652,0.00E+00,-0.3977,2.30E-30
STAD,hsa-miR-130b-3p,FGFR1,ENSG00000077782,0,6,-0.165908,1.32E-03,-0.4617,0.00E+00,-0.3294,2.39E-21
STAD,hsa-miR-130b-3p,TNS1,ENSG00000079308,0,7,-0.297369,4.95E-09,-0.6136,0.00E+00,-0.44,8.79E-37
STAD,hsa-miR-130b-3p,FKBP5,ENSG00000096060,0,8,-0.199564,1.07E-04,-0.3324,6.22E-11,-0.2242,1.08E-10
STAD,hsa-miR-130b-3p,2-Mar,ENSG00000099785,0,8,-0.280147,3.90E-08,-0.4191,0.00E+00,-0.2936,2.83E-17
STAD,hsa-miR-130b-3p,GADD45B,ENSG00000099860,0,7,-0.184019,3.60E-04,-0.3412,1.81E-11,-0.2344,1.49E-11
STAD,hsa-miR-130b-3p,SRPX,ENSG00000101955,0,8,-0.247667,1.32E-06,-0.4871,0.00E+00,-0.3344,5.96E-22
STAD,hsa-miR-130b-3p,HOXA5,ENSG00000106004,1,9,-0.194486,1.60E-04,-0.3157,4.71E-10,-0.214,7.22E-10
STAD,hsa-miR-130b-3p,PRUNE2,ENSG00000106772,1,6,-0.259771,3.76E-07,-0.5779,0.00E+00,-0.4155,5.45E-33
STAD,hsa-miR-130b-3p,NCS1,ENSG00000107130,0,6,-0.235303,4.48E-06,-0.4054,0.00E+00,-0.2832,3.48E-16
STAD,hsa-miR-130b-3p,SASH1,ENSG00000111961,0,8,-0.183343,3.79E-04,-0.3686,2.78E-13,-0.2544,2.40E-13
STAD,hsa-miR-130b-3p,SMOC2,ENSG00000112562,0,9,-0.2978,4.69E-09,-0.5393,0.00E+00,-0.3808,5.60E-28
