cancer_type_abbr,mirbase_mat_id,gene_symbol,ensg,validated,number_of_tool,pearson_cor,pearson_pv,spearman_cor,spearman_pv,kendall_cor,kendall_pv
STAD,hsa-miR-378i,LPP,ENSG00000145012,0,6,-0.226138,1.06E-05,-0.3462,8.84E-12,-0.2379,7.42E-12
STAD,hsa-miR-378i,JPH2,ENSG00000149596,0,6,-0.228989,8.15E-06,-0.405,0.00E+00,-0.2832,3.50E-16
STAD,hsa-miR-378i,LMOD1,ENSG00000163431,0,6,-0.224189,1.27E-05,-0.4124,0.00E+00,-0.2911,5.22E-17
STAD,hsa-miR-378i,VAMP2,ENSG00000220205,0,6,-0.284019,2.48E-08,-0.352,3.72E-12,-0.2385,6.52E-12
STAD,hsa-miR-4326,NFIX,ENSG00000008441,0,6,-0.266149,1.89E-07,-0.338,2.17E-11,-0.2278,5.82E-11
STAD,hsa-miR-4326,CALCOCO1,ENSG00000012822,0,6,-0.239407,3.01E-06,-0.3262,1.13E-10,-0.2252,9.43E-11
STAD,hsa-miR-4326,FHL1,ENSG00000022267,0,7,-0.217392,2.34E-05,-0.4329,2.01E-18,-0.3001,6.18E-18
STAD,hsa-miR-4326,CELF2,ENSG00000048740,0,6,-0.288131,1.52E-08,-0.3868,1.01E-14,-0.2678,1.36E-14
STAD,hsa-miR-4326,CYBRD1,ENSG00000071967,0,6,-0.250635,9.77E-07,-0.3369,2.51E-11,-0.2308,3.24E-11
STAD,hsa-miR-4326,FERMT2,ENSG00000073712,0,6,-0.215959,2.66E-05,-0.338,2.16E-11,-0.2346,1.54E-11
STAD,hsa-miR-4326,TNS1,ENSG00000079308,1,5,-0.243247,2.06E-06,-0.3996,1.08E-15,-0.2806,7.13E-16
STAD,hsa-miR-4326,TIMP3,ENSG00000100234,0,6,-0.241273,2.51E-06,-0.33,6.69E-11,-0.2245,1.08E-10
STAD,hsa-miR-4326,KLF9,ENSG00000119138,0,6,-0.237082,3.78E-06,-0.3025,2.59E-09,-0.2099,1.61E-09
STAD,hsa-miR-4326,ITGA7,ENSG00000135424,0,7,-0.204086,7.34E-05,-0.3177,3.60E-10,-0.2192,2.95E-10
STAD,hsa-miR-4326,PDE5A,ENSG00000138735,0,6,-0.23461,4.79E-06,-0.3179,3.51E-10,-0.22,2.55E-10
STAD,hsa-miR-4326,ITPKB,ENSG00000143772,0,6,-0.191089,2.09E-04,-0.3427,1.09E-11,-0.236,1.17E-11
STAD,hsa-miR-4326,C16orf89,ENSG00000153446,0,6,-0.142481,5.91E-03,-0.3236,1.62E-10,-0.2177,3.86E-10
STAD,hsa-miR-4326,FBXO32,ENSG00000156804,0,7,-0.217735,2.27E-05,-0.3103,9.63E-10,-0.216,5.29E-10
STAD,hsa-miR-4326,ANTXR2,ENSG00000163297,0,8,-0.26656,1.80E-07,-0.3306,6.19E-11,-0.2261,7.94E-11
STAD,hsa-miR-4326,JAM3,ENSG00000166086,0,6,-0.252798,7.82E-07,-0.3326,4.66E-11,-0.2303,3.59E-11
STAD,hsa-miR-4326,TEF,ENSG00000167074,0,6,-0.225757,1.10E-05,-0.3044,2.05E-09,-0.2086,1.99E-09
STAD,hsa-miR-4326,SYNPO2,ENSG00000172403,0,6,-0.191197,2.08E-04,-0.4391,5.74E-19,-0.3056,1.55E-18
STAD,hsa-miR-4326,PRELP,ENSG00000188783,0,7,-0.26014,3.61E-07,-0.4029,5.98E-16,-0.2796,9.17E-16
STAD,hsa-miR-4326,LPAR1,ENSG00000198121,0,6,-0.193729,1.70E-04,-0.312,7.63E-10,-0.213,9.15E-10
STAD,hsa-miR-4326,TXNIP,ENSG00000265972,1,5,-0.312049,7.62E-10,-0.4055,3.73E-16,-0.2855,2.25E-16
STAD,hsa-miR-451a,CELF2,ENSG00000048740,0,7,-0.115595,2.58E-02,-0.3184,4.15E-10,-0.2146,6.48E-10
STAD,hsa-miR-451a,LPP,ENSG00000145012,0,6,-0.108347,3.67E-02,-0.324,1.96E-10,-0.2204,2.22E-10
STAD,hsa-miR-451a,FRZB,ENSG00000162998,1,3,-0.115547,2.58E-02,-0.3785,5.09E-14,-0.2573,1.28E-13
STAD,hsa-miR-4661-5p,NFIX,ENSG00000008441,0,6,-0.165731,1.34E-03,-0.3611,6.70E-13,-0.2446,1.89E-12
STAD,hsa-miR-4661-5p,LPP,ENSG00000145012,0,6,-0.128904,1.28E-02,-0.4518,4.11E-20,-0.3055,1.44E-18
STAD,hsa-miR-4661-5p,NFIA,ENSG00000162599,0,6,-0.141129,6.40E-03,-0.3374,2.35E-11,-0.2307,3.10E-11
STAD,hsa-miR-4677-3p,CELF2,ENSG00000048740,0,6,-0.32242,1.91E-10,-0.3852,1.43E-14,-0.2624,4.15E-14
STAD,hsa-miR-4677-3p,NTN1,ENSG00000065320,0,6,-0.327224,9.87E-11,-0.5037,0.00E+00,-0.353,2.89E-24
STAD,hsa-miR-4677-3p,TGFBR3,ENSG00000069702,0,6,-0.338564,1.99E-11,-0.4344,0.00E+00,-0.3049,1.63E-18
STAD,hsa-miR-4677-3p,TP53INP2,ENSG00000078804,0,6,-0.228716,8.36E-06,-0.371,1.88E-13,-0.2615,5.03E-14
STAD,hsa-miR-4677-3p,PALM,ENSG00000099864,0,6,-0.210285,4.35E-05,-0.4328,0.00E+00,-0.3055,1.41E-18
STAD,hsa-miR-4677-3p,CHRDL1,ENSG00000101938,1,7,-0.304491,2.02E-09,-0.5386,2.25E-29,-0.38,7.31E-28
STAD,hsa-miR-4677-3p,NCS1,ENSG00000107130,1,5,-0.319885,2.69E-10,-0.4315,0.00E+00,-0.3001,5.48E-18
STAD,hsa-miR-4677-3p,KLF9,ENSG00000119138,0,7,-0.360797,7.04E-13,-0.4976,0.00E+00,-0.3476,1.38E-23
STAD,hsa-miR-4677-3p,PDZRN3,ENSG00000121440,0,6,-0.380591,2.87E-14,-0.5554,0.00E+00,-0.4005,9.17E-31
STAD,hsa-miR-4677-3p,LPP,ENSG00000145012,0,6,-0.353374,2.21E-12,-0.5347,0.00E+00,-0.3819,3.98E-28
STAD,hsa-miR-4677-3p,KCNMB1,ENSG00000145936,1,2,-0.340635,1.47E-11,-0.5937,0.00E+00,-0.4259,1.41E-34
STAD,hsa-miR-4677-3p,CPA3,ENSG00000163751,0,6,-0.254659,6.44E-07,-0.37,2.20E-13,-0.2519,4.04E-13
STAD,hsa-miR-4677-3p,FYCO1,ENSG00000163820,0,6,-0.348436,4.66E-12,-0.4247,0.00E+00,-0.2924,3.82E-17
STAD,hsa-miR-4677-3p,HEYL,ENSG00000163909,0,6,-0.259733,3.77E-07,-0.3827,2.31E-14,-0.2592,8.36E-14
STAD,hsa-miR-4677-3p,CITED2,ENSG00000164442,0,6,-0.232235,6.01E-06,-0.3649,5.09E-13,-0.2539,2.65E-13
STAD,hsa-miR-4677-3p,AMOTL1,ENSG00000166025,0,6,-0.351013,3.16E-12,-0.4483,0.00E+00,-0.3132,1.92E-19
STAD,hsa-miR-4677-3p,RCAN2,ENSG00000172348,0,7,-0.276192,6.14E-08,-0.5385,0.00E+00,-0.3772,1.73E-27
STAD,hsa-miR-4677-3p,SYNPO2,ENSG00000172403,0,7,-0.291048,1.07E-08,-0.6334,0.00E+00,-0.4584,8.91E-40
STAD,hsa-miR-4677-3p,MSRB3,ENSG00000174099,0,6,-0.360759,7.09E-13,-0.5925,0.00E+00,-0.4281,6.37E-35
STAD,hsa-miR-4677-3p,DES,ENSG00000175084,0,6,-0.315296,4.97E-10,-0.5949,0.00E+00,-0.425,1.94E-34
STAD,hsa-miR-4677-3p,FNBP1,ENSG00000187239,1,2,-0.270449,1.17E-07,-0.3917,3.38E-15,-0.2712,5.72E-15
STAD,hsa-miR-486-5p,PPP1R12B,ENSG00000077157,0,6,-0.108977,3.56E-02,-0.3203,3.21E-10,-0.2202,2.27E-10
STAD,hsa-miR-486-5p,TIMP3,ENSG00000100234,0,7,-0.111553,3.15E-02,-0.3018,3.40E-09,-0.2009,7.31E-09
STAD,hsa-miR-486-5p,SFRP1,ENSG00000104332,0,8,-0.11275,2.97E-02,-0.346,9.05E-12,-0.2317,2.52E-11
STAD,hsa-miR-486-5p,CLIP3,ENSG00000105270,0,6,-0.120163,2.04E-02,-0.3725,1.44E-13,-0.2537,2.77E-13
STAD,hsa-miR-486-5p,MXI1,ENSG00000119950,0,8,-0.0928,7.38E-02,-0.3245,1.84E-10,-0.2236,1.20E-10
STAD,hsa-miR-486-5p,PDZRN3,ENSG00000121440,0,10,-0.101552,5.03E-02,-0.3215,2.76E-10,-0.218,3.47E-10
STAD,hsa-miR-486-5p,DSTN,ENSG00000125868,0,6,-0.104896,4.32E-02,-0.323,2.25E-10,-0.219,2.86E-10
STAD,hsa-miR-486-5p,AMOTL1,ENSG00000166025,0,6,-0.134471,9.41E-03,-0.3361,3.74E-11,-0.2297,3.72E-11
STAD,hsa-miR-486-5p,SYNPO2,ENSG00000172403,0,7,-0.097692,5.98E-02,-0.3685,2.81E-13,-0.2513,4.57E-13
STAD,hsa-miR-486-5p,MRGPRF,ENSG00000172935,0,7,-0.118764,2.20E-02,-0.3453,1.00E-11,-0.2372,8.43E-12
STAD,hsa-miR-486-5p,HSPB7,ENSG00000173641,0,7,-0.11292,2.94E-02,-0.4173,0.00E+00,-0.2838,3.01E-16
STAD,hsa-miR-486-5p,ZBTB4,ENSG00000174282,0,8,-0.162924,1.62E-03,-0.3143,7.01E-10,-0.2154,5.55E-10
STAD,hsa-miR-486-5p,NR2F1,ENSG00000175745,0,6,-0.148564,4.08E-03,-0.3044,2.47E-09,-0.2082,2.03E-09
STAD,hsa-miR-486-5p,SYNM,ENSG00000182253,0,7,-0.09742,6.05E-02,-0.3529,3.24E-12,-0.2415,3.52E-12
STAD,hsa-miR-486-5p,PRELP,ENSG00000188783,0,6,-0.152334,3.23E-03,-0.4693,0.00E+00,-0.3195,3.54E-20
STAD,hsa-miR-490-3p,DBF4,ENSG00000006634,0,6,-0.136635,8.32E-03,-0.3174,3.75E-10,-0.2241,2.66E-10
STAD,hsa-miR-490-3p,HMGB3,ENSG00000029993,0,7,-0.224011,1.29E-05,-0.3004,3.39E-09,-0.2096,3.47E-09
STAD,hsa-miR-490-3p,TFRC,ENSG00000072274,0,8,-0.262153,2.91E-07,-0.3595,8.57E-13,-0.2549,6.67E-13
STAD,hsa-miR-490-3p,KIF4A,ENSG00000090889,0,6,-0.330296,6.43E-11,-0.356,1.48E-12,-0.2503,1.71E-12
STAD,hsa-miR-490-3p,RFC3,ENSG00000133119,0,7,-0.280962,3.54E-08,-0.3504,3.46E-12,-0.2444,5.66E-12
STAD,hsa-miR-490-3p,CKAP2,ENSG00000136108,1,5,-0.258124,4.48E-07,-0.3114,8.28E-10,-0.2159,1.16E-09
STAD,hsa-miR-490-3p,CDCA5,ENSG00000146670,0,8,-0.29344,8.02E-09,-0.3118,7.86E-10,-0.2161,1.13E-09
STAD,hsa-miR-490-3p,MZT1,ENSG00000204899,0,6,-0.242177,2.29E-06,-0.3261,1.15E-10,-0.227,1.58E-10
STAD,hsa-miR-497-5p,ANLN,ENSG00000011426,0,6,-0.333209,4.27E-11,-0.3716,1.69E-13,-0.2531,3.14E-13
STAD,hsa-miR-497-5p,PERP,ENSG00000112378,0,8,-0.199386,1.08E-04,-0.3396,2.28E-11,-0.2308,2.98E-11
STAD,hsa-miR-497-5p,PSAT1,ENSG00000135069,1,7,-0.303723,2.23E-09,-0.3416,1.71E-11,-0.2344,1.47E-11
STAD,hsa-miR-497-5p,KIF23,ENSG00000137807,1,7,-0.244294,1.86E-06,-0.3175,4.61E-10,-0.2114,1.14E-09
STAD,hsa-miR-497-5p,CEP55,ENSG00000138180,1,8,-0.28342,2.66E-08,-0.3114,8.35E-10,-0.2096,1.57E-09
STAD,hsa-miR-497-5p,FAM60A,ENSG00000139146,0,8,-0.215977,2.65E-05,-0.3042,2.52E-09,-0.2065,2.76E-09
STAD,hsa-miR-497-5p,CDK1,ENSG00000170312,1,1,-0.292289,9.22E-09,-0.3573,1.66E-12,-0.2414,3.64E-12
STAD,hsa-miR-500a-3p,CELF2,ENSG00000048740,0,9,-0.300192,3.48E-09,-0.3998,1.34E-16,-0.276,1.91E-15
STAD,hsa-miR-500a-3p,NNAT,ENSG00000053438,0,6,-0.227944,8.99E-06,-0.3087,1.45E-09,-0.2125,9.36E-10
STAD,hsa-miR-500a-3p,MYLK,ENSG00000065534,0,9,-0.295352,6.34E-09,-0.5451,0.00E+00,-0.3879,5.83E-29
STAD,hsa-miR-500a-3p,MCAM,ENSG00000076706,0,6,-0.268107,1.52E-07,-0.3372,3.20E-11,-0.233,1.95E-11
STAD,hsa-miR-500a-3p,PPP1R12B,ENSG00000077157,0,8,-0.288217,1.51E-08,-0.4993,0.00E+00,-0.3541,2.08E-24
STAD,hsa-miR-500a-3p,FBLN1,ENSG00000077942,0,6,-0.11907,2.16E-02,-0.3101,1.20E-09,-0.2165,4.56E-10
STAD,hsa-miR-500a-3p,TP53INP2,ENSG00000078804,0,8,-0.24065,2.67E-06,-0.3648,5.15E-13,-0.2509,5.04E-13
STAD,hsa-miR-500a-3p,CBX7,ENSG00000100307,0,7,-0.332005,5.06E-11,-0.4072,0.00E+00,-0.2832,3.50E-16
STAD,hsa-miR-500a-3p,ELL2,ENSG00000118985,0,7,-0.213187,3.39E-05,-0.3015,3.55E-09,-0.2027,5.31E-09
STAD,hsa-miR-500a-3p,KLF9,ENSG00000119138,0,10,-0.32063,2.43E-10,-0.3963,9.05E-16,-0.2754,2.19E-15
STAD,hsa-miR-500a-3p,F13A1,ENSG00000124491,0,6,-0.180644,4.63E-04,-0.3774,6.13E-14,-0.2594,8.05E-14
STAD,hsa-miR-500a-3p,RAI2,ENSG00000131831,0,7,-0.363141,4.88E-13,-0.4643,0.00E+00,-0.3244,9.50E-21
STAD,hsa-miR-500a-3p,FAM129A,ENSG00000135842,0,6,-0.295549,6.19E-09,-0.4758,0.00E+00,-0.3359,3.97E-22
STAD,hsa-miR-500a-3p,DPT,ENSG00000143196,0,6,-0.233177,5.49E-06,-0.3909,4.17E-15,-0.2721,4.72E-15
STAD,hsa-miR-500a-3p,OSMR,ENSG00000145623,0,6,-0.203601,7.65E-05,-0.3071,1.76E-09,-0.206,2.99E-09
STAD,hsa-miR-500a-3p,NACC2,ENSG00000148411,0,6,-0.321035,2.30E-10,-0.4175,0.00E+00,-0.2915,4.69E-17
STAD,hsa-miR-500a-3p,JPH2,ENSG00000149596,0,6,-0.314875,5.25E-10,-0.5554,0.00E+00,-0.393,1.08E-29
STAD,hsa-miR-500a-3p,ZCCHC24,ENSG00000165424,0,6,-0.374294,8.14E-14,-0.5303,0.00E+00,-0.3759,2.61E-27
STAD,hsa-miR-500a-3p,MFAP4,ENSG00000166482,0,6,-0.34466,8.16E-12,-0.501,0.00E+00,-0.3525,3.28E-24
STAD,hsa-miR-500a-3p,MAF,ENSG00000178573,0,8,-0.253194,7.50E-07,-0.3237,2.05E-10,-0.2243,1.05E-10
STAD,hsa-miR-500a-3p,FNBP1,ENSG00000187239,0,7,-0.292283,9.23E-09,-0.4147,0.00E+00,-0.2877,1.17E-16
STAD,hsa-miR-500a-3p,LPAR1,ENSG00000198121,0,6,-0.239184,3.08E-06,-0.3785,5.06E-14,-0.2596,7.75E-14
STAD,hsa-miR-500a-3p,CCDC69,ENSG00000198624,0,7,-0.331516,5.42E-11,-0.4531,0.00E+00,-0.3141,1.48E-19
STAD,hsa-miR-500a-5p,PDK4,ENSG00000004799,0,8,-0.203983,7.41E-05,-0.301,3.75E-09,-0.2087,1.86E-09
STAD,hsa-miR-500a-5p,CELF2,ENSG00000048740,0,10,-0.302999,2.44E-09,-0.4031,0.00E+00,-0.277,1.49E-15
STAD,hsa-miR-500a-5p,ATP2B4,ENSG00000058668,0,7,-0.279916,4.00E-08,-0.4235,0.00E+00,-0.2938,2.65E-17
STAD,hsa-miR-500a-5p,PPP1R12B,ENSG00000077157,0,8,-0.267734,1.58E-07,-0.4535,0.00E+00,-0.3191,4.01E-20
STAD,hsa-miR-500a-5p,TNS1,ENSG00000079308,0,7,-0.310454,9.39E-10,-0.5017,0.00E+00,-0.3555,1.34E-24
STAD,hsa-miR-500a-5p,SFRP4,ENSG00000106483,0,7,-0.257386,4.84E-07,-0.4156,0.00E+00,-0.286,1.79E-16
STAD,hsa-miR-500a-5p,C7,ENSG00000112936,0,7,-0.26041,3.51E-07,-0.4237,0.00E+00,-0.2931,3.17E-17
STAD,hsa-miR-500a-5p,NRP2,ENSG00000118257,0,6,-0.347266,5.54E-12,-0.5262,0.00E+00,-0.3741,4.67E-27
STAD,hsa-miR-500a-5p,KLF9,ENSG00000119138,0,6,-0.312521,7.16E-10,-0.4043,0.00E+00,-0.2809,5.99E-16
STAD,hsa-miR-500a-5p,CPXM2,ENSG00000121898,0,6,-0.2993,3.89E-09,-0.4787,0.00E+00,-0.3377,2.37E-22
STAD,hsa-miR-500a-5p,MAP1B,ENSG00000131711,0,6,-0.306889,1.49E-09,-0.47,0.00E+00,-0.3347,5.50E-22
STAD,hsa-miR-500a-5p,SULF1,ENSG00000137573,0,8,-0.245045,1.72E-06,-0.3299,8.80E-11,-0.22,2.36E-10
STAD,hsa-miR-500a-5p,GABARAPL1,ENSG00000139112,0,6,-0.266059,1.90E-07,-0.3999,1.28E-16,-0.275,2.37E-15
STAD,hsa-miR-500a-5p,DPT,ENSG00000143196,0,6,-0.224142,1.28E-05,-0.3934,2.18E-15,-0.2672,1.42E-14
STAD,hsa-miR-500a-5p,LPP,ENSG00000145012,0,6,-0.273674,8.17E-08,-0.3561,2.01E-12,-0.252,3.97E-13
STAD,hsa-miR-500a-5p,TMEM47,ENSG00000147027,0,9,-0.311315,8.39E-10,-0.4697,0.00E+00,-0.3287,2.94E-21
STAD,hsa-miR-500a-5p,ZEB1,ENSG00000148516,0,6,-0.310189,9.72E-10,-0.472,0.00E+00,-0.331,1.57E-21
STAD,hsa-miR-500a-5p,ADAMTS1,ENSG00000154734,0,6,-0.239715,2.92E-06,-0.3659,4.31E-13,-0.2537,2.74E-13
STAD,hsa-miR-500a-5p,FYCO1,ENSG00000163820,0,7,-0.298561,4.27E-09,-0.3802,3.72E-14,-0.263,3.65E-14
STAD,hsa-miR-500a-5p,DLC1,ENSG00000164741,0,6,-0.298054,4.54E-09,-0.3978,5.06E-16,-0.2768,1.56E-15
STAD,hsa-miR-500a-5p,CLMP,ENSG00000166250,0,7,-0.296098,5.79E-09,-0.4647,0.00E+00,-0.3248,8.51E-21
STAD,hsa-miR-500a-5p,RBPMS2,ENSG00000166831,0,8,-0.266417,1.83E-07,-0.4269,0.00E+00,-0.299,7.23E-18
STAD,hsa-miR-500a-5p,MAF,ENSG00000178573,0,8,-0.212098,3.72E-05,-0.3266,1.39E-10,-0.2264,7.00E-11
STAD,hsa-miR-500a-5p,GAS1,ENSG00000180447,1,7,-0.25996,3.68E-07,-0.428,0.00E+00,-0.295,1.98E-17
STAD,hsa-miR-500a-5p,LPAR1,ENSG00000198121,0,7,-0.261394,3.16E-07,-0.3869,1.02E-14,-0.2646,2.56E-14
STAD,hsa-miR-500a-5p,S1PR3,ENSG00000213694,0,6,-0.315468,4.86E-10,-0.4197,0.00E+00,-0.2913,4.93E-17
STAD,hsa-miR-501-3p,ATP2B4,ENSG00000058668,0,6,-0.293224,8.23E-09,-0.4274,0.00E+00,-0.299,7.34E-18
STAD,hsa-miR-501-3p,SFRP4,ENSG00000106483,0,7,-0.259113,4.03E-07,-0.3801,3.79E-14,-0.2568,1.42E-13
STAD,hsa-miR-501-3p,SMOC2,ENSG00000112562,0,6,-0.321797,2.08E-10,-0.4596,0.00E+00,-0.32,3.10E-20
STAD,hsa-miR-501-3p,KLF9,ENSG00000119138,0,6,-0.320666,2.42E-10,-0.4018,0.00E+00,-0.2799,7.56E-16
STAD,hsa-miR-501-3p,CPXM2,ENSG00000121898,0,6,-0.330911,5.90E-11,-0.524,0.00E+00,-0.3698,1.76E-26
STAD,hsa-miR-501-3p,AHNAK,ENSG00000124942,0,6,-0.357047,1.26E-12,-0.4267,0.00E+00,-0.2955,1.76E-17
STAD,hsa-miR-501-3p,RAI2,ENSG00000131831,0,8,-0.3682,2.18E-13,-0.4676,0.00E+00,-0.3279,3.64E-21
STAD,hsa-miR-501-3p,FAM129A,ENSG00000135842,0,8,-0.298161,4.48E-09,-0.4746,0.00E+00,-0.3341,6.52E-22
STAD,hsa-miR-501-3p,CSRP1,ENSG00000159176,1,0,-0.295953,5.89E-09,-0.5354,0.00E+00,-0.3802,6.79E-28
STAD,hsa-miR-501-3p,ANTXR2,ENSG00000163297,0,7,-0.40163,7.49E-16,-0.5307,0.00E+00,-0.3741,4.72E-27
STAD,hsa-miR-501-3p,TEF,ENSG00000167074,0,6,-0.289997,1.22E-08,-0.3315,7.10E-11,-0.2278,5.42E-11
STAD,hsa-miR-501-3p,RCAN2,ENSG00000172348,0,6,-0.23607,4.16E-06,-0.4374,0.00E+00,-0.3007,4.77E-18
STAD,hsa-miR-501-3p,MAF,ENSG00000178573,0,7,-0.255819,5.71E-07,-0.3228,2.31E-10,-0.2233,1.29E-10
STAD,hsa-miR-501-3p,LDOC1,ENSG00000182195,0,6,-0.204873,6.88E-05,-0.4151,0.00E+00,-0.2917,4.46E-17
STAD,hsa-miR-501-3p,FNBP1,ENSG00000187239,0,6,-0.295626,6.13E-09,-0.4235,0.00E+00,-0.2934,2.95E-17
STAD,hsa-miR-501-3p,CCDC69,ENSG00000198624,0,6,-0.331208,5.66E-11,-0.4514,0.00E+00,-0.3117,2.79E-19
STAD,hsa-miR-501-5p,PDK4,ENSG00000004799,0,9,-0.174602,7.19E-04,-0.3039,2.65E-09,-0.2094,1.63E-09
STAD,hsa-miR-501-5p,NFIX,ENSG00000008441,0,9,-0.241672,2.41E-06,-0.309,1.39E-09,-0.2139,7.27E-10
STAD,hsa-miR-501-5p,CELF2,ENSG00000048740,0,10,-0.302406,2.63E-09,-0.4186,0.00E+00,-0.2904,6.23E-17
STAD,hsa-miR-501-5p,KCNH2,ENSG00000055118,0,6,-0.157724,2.28E-03,-0.3292,9.67E-11,-0.2242,1.08E-10
STAD,hsa-miR-501-5p,ATP2B4,ENSG00000058668,0,8,-0.24445,1.83E-06,-0.4049,0.00E+00,-0.283,3.65E-16
STAD,hsa-miR-501-5p,MYLK,ENSG00000065534,0,8,-0.24122,2.52E-06,-0.4404,0.00E+00,-0.3081,7.21E-19
STAD,hsa-miR-501-5p,CYBRD1,ENSG00000071967,0,9,-0.241625,2.42E-06,-0.3923,2.92E-15,-0.2743,2.82E-15
STAD,hsa-miR-501-5p,TACR2,ENSG00000075073,0,6,-0.22553,1.12E-05,-0.4546,2.26E-20,-0.3209,2.48E-20
STAD,hsa-miR-501-5p,PPP1R12B,ENSG00000077157,0,7,-0.238213,3.38E-06,-0.4371,0.00E+00,-0.305,1.59E-18
STAD,hsa-miR-501-5p,SFRP1,ENSG00000104332,0,8,-0.236434,4.02E-06,-0.4424,0.00E+00,-0.3138,1.61E-19
STAD,hsa-miR-501-5p,CPED1,ENSG00000106034,0,6,-0.256227,5.47E-07,-0.3991,2.49E-16,-0.2831,3.60E-16
STAD,hsa-miR-501-5p,NRP2,ENSG00000118257,0,6,-0.292585,8.90E-09,-0.4543,0.00E+00,-0.3204,2.82E-20
STAD,hsa-miR-501-5p,CPXM2,ENSG00000121898,0,6,-0.255695,5.78E-07,-0.4181,0.00E+00,-0.2949,2.03E-17
STAD,hsa-miR-501-5p,AOC3,ENSG00000131471,0,7,-0.268353,1.48E-07,-0.4462,0.00E+00,-0.3142,1.47E-19
STAD,hsa-miR-501-5p,SULF1,ENSG00000137573,0,7,-0.204871,6.88E-05,-0.305,2.31E-09,-0.2076,2.26E-09
STAD,hsa-miR-501-5p,LPP,ENSG00000145012,0,7,-0.23627,4.08E-06,-0.3552,2.31E-12,-0.2446,1.89E-12
STAD,hsa-miR-501-5p,TMEM47,ENSG00000147027,0,9,-0.241243,2.51E-06,-0.389,6.48E-15,-0.2708,6.27E-15
STAD,hsa-miR-501-5p,NACC2,ENSG00000148411,0,6,-0.283451,2.65E-08,-0.4005,5.02E-17,-0.2777,1.28E-15
STAD,hsa-miR-501-5p,DLC1,ENSG00000164741,0,6,-0.245743,1.61E-06,-0.3387,2.61E-11,-0.2335,1.79E-11
STAD,hsa-miR-501-5p,CFL2,ENSG00000165410,0,6,-0.215245,2.83E-05,-0.3981,4.39E-16,-0.2729,3.89E-15
STAD,hsa-miR-501-5p,CLMP,ENSG00000166250,0,9,-0.251955,8.53E-07,-0.431,0.00E+00,-0.3039,2.11E-18
STAD,hsa-miR-501-5p,RBPMS2,ENSG00000166831,0,8,-0.224388,1.25E-05,-0.3531,3.15E-12,-0.2437,2.28E-12
STAD,hsa-miR-501-5p,LPAR1,ENSG00000198121,0,8,-0.227335,9.51E-06,-0.3364,3.57E-11,-0.2301,3.44E-11
STAD,hsa-miR-501-5p,S1PR3,ENSG00000213694,0,6,-0.272513,9.31E-08,-0.3785,5.09E-14,-0.2622,4.31E-14
STAD,hsa-miR-501-5p,TXNIP,ENSG00000265972,0,6,-0.309076,1.12E-09,-0.4243,0.00E+00,-0.2913,5.00E-17
STAD,hsa-miR-502-3p,ATP2B4,ENSG00000058668,0,6,-0.291591,1.00E-08,-0.4197,0.00E+00,-0.2946,2.19E-17
STAD,hsa-miR-502-3p,SFRP4,ENSG00000106483,0,7,-0.247976,1.28E-06,-0.3691,2.54E-13,-0.2489,7.69E-13
STAD,hsa-miR-502-3p,SMOC2,ENSG00000112562,0,6,-0.318336,3.31E-10,-0.4474,0.00E+00,-0.3112,3.17E-19
STAD,hsa-miR-502-3p,KLF9,ENSG00000119138,0,7,-0.313295,6.47E-10,-0.3905,4.53E-15,-0.2719,4.94E-15
STAD,hsa-miR-502-3p,CPXM2,ENSG00000121898,0,6,-0.327712,9.22E-11,-0.5085,0.00E+00,-0.3599,3.65E-25
STAD,hsa-miR-502-3p,AHNAK,ENSG00000124942,0,6,-0.347228,5.58E-12,-0.4176,0.00E+00,-0.2893,8.15E-17
STAD,hsa-miR-502-3p,RAI2,ENSG00000131831,0,8,-0.359442,8.70E-13,-0.453,0.00E+00,-0.3166,7.79E-20
STAD,hsa-miR-502-3p,FAM129A,ENSG00000135842,0,8,-0.294795,6.79E-09,-0.4575,0.00E+00,-0.322,1.81E-20
STAD,hsa-miR-502-3p,ADAMTS1,ENSG00000154734,0,6,-0.231292,6.57E-06,-0.3191,3.78E-10,-0.2174,3.83E-10
STAD,hsa-miR-502-3p,CSRP1,ENSG00000159176,1,0,-0.295497,6.23E-09,-0.5317,0.00E+00,-0.3779,1.43E-27
STAD,hsa-miR-502-3p,ANTXR2,ENSG00000163297,0,7,-0.400135,9.79E-16,-0.5302,0.00E+00,-0.373,6.59E-27
STAD,hsa-miR-502-3p,AMOTL1,ENSG00000166025,0,6,-0.317484,3.71E-10,-0.395,1.40E-15,-0.2744,2.77E-15
STAD,hsa-miR-502-3p,RCAN2,ENSG00000172348,0,6,-0.230337,7.19E-06,-0.4217,0.00E+00,-0.2906,5.89E-17
STAD,hsa-miR-502-3p,MAF,ENSG00000178573,0,7,-0.252339,8.20E-07,-0.3076,1.66E-09,-0.2121,1.01E-09
STAD,hsa-miR-502-3p,LDOC1,ENSG00000182195,0,6,-0.20289,8.11E-05,-0.4084,0.00E+00,-0.2875,1.24E-16
STAD,hsa-miR-502-3p,FNBP1,ENSG00000187239,0,7,-0.293811,7.66E-09,-0.4137,0.00E+00,-0.2881,1.06E-16
STAD,hsa-miR-502-3p,CCDC69,ENSG00000198624,0,6,-0.328465,8.31E-11,-0.4376,0.00E+00,-0.3034,2.39E-18
