Composite.Element.REF,TCGA-BR-8687-01,TCGA-BR-8690-01,TCGA-CD-5798-01,TCGA-CD-5799-01,TCGA-CD-5800-01,TCGA-CD-5801-01,TCGA-CD-5802-01,TCGA-CD-5803-01,TCGA-CD-5804-01,TCGA-CD-5813-01,TCGA-CD-8524-01,TCGA-CD-8525-01,TCGA-CD-8526-01,TCGA-CD-8527-01,TCGA-CD-8528-01,TCGA-CD-8529-01,TCGA-CD-8530-01,TCGA-CD-8531-01,TCGA-CD-8532-01,TCGA-CD-8533-01,TCGA-CD-8534-01,TCGA-CD-8535-01,TCGA-CD-8536-01,TCGA-CG-5717-01,TCGA-CG-5718-01,TCGA-CG-5719-01,TCGA-CG-5720-01,TCGA-CG-5721-01,TCGA-CG-5723-01,TCGA-CG-5724-01,TCGA-CG-5725-01,TCGA-CG-5726-01,TCGA-CG-5727-01,TCGA-CG-5728-01,TCGA-CG-5730-01,TCGA-CG-5732-01,TCGA-BR-6566-01,TCGA-BR-6705-01,TCGA-BR-6706-01,TCGA-BR-6707-01,TCGA-BR-6709-01,TCGA-BR-6710-01,TCGA-BR-6801-01,TCGA-BR-6802-01,TCGA-BR-6803-01,TCGA-BR-6852-01,TCGA-BR-7196-01,TCGA-BR-7197-01,TCGA-BR-7703-01,TCGA-BR-7704-01,TCGA-BR-7715-01,TCGA-BR-7716-01,TCGA-BR-7717-01,TCGA-BR-7722-01,TCGA-BR-7723-01,TCGA-BR-7851-01,TCGA-BR-7901-01,TCGA-BR-7957-01,TCGA-BR-7958-01,TCGA-BR-7959-01,TCGA-BR-8058-01,TCGA-BR-8059-01,TCGA-BR-8060-01,TCGA-BR-8080-01,TCGA-BR-8081-01,TCGA-BR-8284-01,TCGA-BR-8285-01,TCGA-BR-8286-01,TCGA-BR-8289-01,TCGA-BR-8291-01,TCGA-BR-8295-01,TCGA-BR-8296-01,TCGA-CG-4304-01,TCGA-CG-4305-01,TCGA-CG-4306-01,TCGA-CG-4436-01,TCGA-CG-4437-01,TCGA-CG-4438-01,TCGA-CG-4442-01,TCGA-CG-4443-01,TCGA-CG-4444-01,TCGA-CG-4449-01,TCGA-CG-4455-01,TCGA-CG-4460-01,TCGA-CG-4465-01,TCGA-CG-4466-01,TCGA-CG-4469-01,TCGA-CG-4472-01,TCGA-CG-4474-01,TCGA-CG-4475-01,TCGA-CG-4476-01,TCGA-CG-4477-01,TCGA-CG-5716-01,TCGA-D7-5577-01,TCGA-D7-5578-01,TCGA-D7-5579-01,TCGA-BR-4257-01,TCGA-CG-4300-01,TCGA-CG-4301-01,TCGA-BR-6452-01,TCGA-BR-6453-01,TCGA-BR-6454-01,TCGA-BR-6455-01,TCGA-BR-6456-01,TCGA-BR-6457-01,TCGA-BR-6458-01,TCGA-BR-6564-01,TCGA-BR-6565-01,TCGA-CG-5733-01,TCGA-CG-5734-01,TCGA-D7-6518-01,TCGA-D7-6519-01,TCGA-D7-6520-01,TCGA-D7-6521-01,TCGA-D7-6522-01,TCGA-D7-6524-01,TCGA-D7-6525-01,TCGA-D7-6527-01,TCGA-D7-6528-01,TCGA-D7-6815-01,TCGA-D7-6817-01,TCGA-D7-6818-01,TCGA-D7-6820-01,TCGA-D7-6822-01,TCGA-D7-8570-01,TCGA-D7-8572-01,TCGA-D7-8573-01,TCGA-D7-8574-01,TCGA-D7-8575-01,TCGA-D7-8578-01,TCGA-EQ-8122-01,TCGA-F1-6177-01,TCGA-F1-6874-01,TCGA-F1-6875-01,TCGA-FP-7916-01,TCGA-FP-7998-01,TCGA-HF-7131-01,TCGA-HF-7132-01,TCGA-HF-7133-01,TCGA-HF-7134-01,TCGA-HF-7136-01,TCGA-HJ-7597-01,TCGA-HU-8602-01,TCGA-HU-8608-01,TCGA-BR-8297-01,TCGA-BR-8360-01,TCGA-BR-8361-01,TCGA-BR-8362-01,TCGA-BR-8363-01,TCGA-BR-8364-01,TCGA-BR-8365-01,TCGA-BR-8366-01,TCGA-BR-8367-01,TCGA-BR-8368-01,TCGA-BR-8369-01,TCGA-BR-8370-01,TCGA-BR-8371-01,TCGA-BR-8372-01,TCGA-BR-8380-01,TCGA-BR-8381-01,TCGA-BR-8382-01,TCGA-BR-8384-01,TCGA-BR-8483-01,TCGA-BR-8484-01,TCGA-BR-8485-01,TCGA-BR-8486-01,TCGA-BR-8588-01,TCGA-BR-8589-01,TCGA-BR-8590-01,TCGA-BR-8591-01,TCGA-BR-8592-01,TCGA-BR-8676-01,TCGA-BR-8677-01,TCGA-BR-8678-01,TCGA-BR-8679-01,TCGA-BR-8680-01,TCGA-BR-8682-01,TCGA-BR-8683-01,TCGA-BR-8686-01,TCGA-BR-4298-01,TCGA-BR-4294-01,TCGA-BR-4292-01,TCGA-BR-4291-01,TCGA-BR-4288-01,TCGA-BR-4284-01,TCGA-BR-4280-01,TCGA-BR-4281-01,TCGA-BR-4279-01,TCGA-BR-4375-01,TCGA-BR-4366-01,TCGA-BR-4369-01,TCGA-BR-4368-01,TCGA-BR-4367-01,TCGA-BR-4363-01,TCGA-BR-4362-01,TCGA-BR-4361-01,TCGA-BR-4357-01,TCGA-BR-4265-01,TCGA-BR-4261-01,TCGA-BR-4259-01,TCGA-BR-4256-01,TCGA-BR-4255-01,TCGA-BR-4253-01,TCGA-BR-4371-01,TCGA-BR-4370-01,TCGA-BR-4376-01,TCGA-BR-4191-01,TCGA-BR-4190-01,TCGA-BR-4188-01,TCGA-BR-4187-01,TCGA-BR-4184-01,TCGA-BR-4183-01,TCGA-BR-4278-01,TCGA-BR-4277-01,TCGA-BR-4267-01,TCGA-BR-4270-01,TCGA-BR-4266-01,TCGA-BR-4264-01,TCGA-BR-4263-01,TCGA-BR-4260-01,TCGA-BR-4205-01,TCGA-BR-4197-01,TCGA-BR-4196-01,TCGA-BR-4186-01,TCGA-BR-4286-01,TCGA-BR-4283-01,TCGA-BR-4282-01,TCGA-BR-4276-01,TCGA-BR-4274-01,TCGA-BR-4273-01,TCGA-BR-4272-01,TCGA-BR-4271-01,TCGA-BR-4285-01,TCGA-HU-8610-01,TCGA-IN-7806-01,TCGA-IN-7808-01,TCGA-IN-8462-01,TCGA-IN-8663-01,TCGA-IP-7968-01,TCGA-BR-4200-01,TCGA-BR-4199-01,TCGA-BR-4195-01,TCGA-BR-4194-01,TCGA-BR-A44T-01,TCGA-BR-A453-01,TCGA-BR-A44U-01,TCGA-CD-A489-01,TCGA-F1-A448-01,TCGA-CD-A487-01,TCGA-CD-A486-01,TCGA-CD-A48C-01,TCGA-BR-A4PE-01,TCGA-BR-A4QL-01,TCGA-BR-A4CR-01,TCGA-BR-A4QI-01,TCGA-BR-A4PD-01,TCGA-BR-A4PF-01,TCGA-CD-A48A-01,TCGA-BR-A4QM-01,TCGA-EQ-A4SO-01,TCGA-D7-A4YU-01,TCGA-D7-A4YY-01,TCGA-D7-A4YT-01,TCGA-D7-A4Z0-01,TCGA-D7-A4YX-01,TCGA-D7-A4YV-01,TCGA-BR-A4CS-01,TCGA-BR-A4CQ-01,TCGA-HU-A4H4-01,TCGA-HU-A4GF-01,TCGA-HU-A4H5-01,TCGA-CD-A4MJ-01,TCGA-HU-A4H2-01,TCGA-CD-A4MI-01,TCGA-CD-A4MH-01,TCGA-HU-A4GX-01,TCGA-HU-A4GU-01,TCGA-HU-A4GQ-01,TCGA-CD-A4MG-01,TCGA-BR-A4J4-01,TCGA-BR-A4IU-01,TCGA-BR-A4J6-01,TCGA-BR-A4J1-01,TCGA-BR-A4IZ-01,TCGA-HU-A4HD-01,TCGA-HU-A4GT-01,TCGA-HU-A4GY-01,TCGA-HU-A4H3-01,TCGA-BR-A4J9-01,TCGA-BR-A4J5-01,TCGA-BR-A4IY-01,TCGA-BR-A4J8-01,TCGA-B7-5818-01,TCGA-B7-5816-01,TCGA-BR-4201-01,TCGA-BR-A4J2-01,TCGA-BR-A4J7-01,TCGA-BR-A4IV-01,TCGA-BR-A452-01,TCGA-IN-AB1X-01,TCGA-VQ-AA6A-01,TCGA-VQ-AA6F-01,TCGA-VQ-AA6K-01,TCGA-VQ-AA6G-01,TCGA-VQ-AA6B-01,TCGA-VQ-AA6D-01,TCGA-VQ-AA64-01,TCGA-VQ-AA69-01,TCGA-VQ-AA6I-01,TCGA-VQ-A8P5-01,TCGA-RD-A8NB-01,TCGA-VQ-A8PF-01,TCGA-VQ-A8P3-01,TCGA-VQ-A8PE-01,TCGA-VQ-A8P2-01,TCGA-VQ-A8PC-01,TCGA-VQ-A8PD-01,TCGA-VQ-A8PH-01,TCGA-VQ-A8PX-01,TCGA-VQ-A8PS-01,TCGA-VQ-A8PJ-01,TCGA-VQ-A8PZ-01,TCGA-VQ-A8PU-01,TCGA-VQ-A8PK-01,TCGA-VQ-A8PO-01,TCGA-VQ-A8PT-01,TCGA-IN-AB1V-01,TCGA-VQ-A8PQ-01,TCGA-KB-A93H-01,TCGA-VQ-A8PP-01,TCGA-VQ-A8E3-01,TCGA-VQ-A8PM-01,TCGA-ZA-A8F6-01,TCGA-VQ-A94R-01,TCGA-SW-A7EB-01,TCGA-VQ-A94P-01,TCGA-SW-A7EA-01,TCGA-VQ-A94U-01,TCGA-VQ-A8E7-01,TCGA-VQ-A94O-01,TCGA-HF-A5NB-01,TCGA-VQ-A91D-01,TCGA-VQ-A91V-01,TCGA-B7-A5TK-01,TCGA-B7-A5TJ-01,TCGA-VQ-A91K-01,TCGA-B7-A5TI-01,TCGA-VQ-A91Y-01,TCGA-VQ-A91X-01,TCGA-MX-A5UG-01,TCGA-VQ-A92D-01,TCGA-B7-A5TN-01,TCGA-VQ-A91U-01,TCGA-D7-A6EZ-01,TCGA-VQ-A925-01,TCGA-VQ-A923-01,TCGA-D7-A6EY-01,TCGA-VQ-A91S-01,TCGA-D7-A6EX-01,TCGA-VQ-A91N-01,TCGA-VQ-A928-01,TCGA-KB-A6F5-01,TCGA-VQ-A91Z-01,TCGA-D7-A6F0-01,TCGA-VQ-A91W-01,TCGA-D7-A6EV-01,TCGA-RD-A7C1-01,TCGA-RD-A7BS-01,TCGA-RD-A7BW-01,TCGA-RD-A7BT-01,TCGA-IN-A6RR-01,TCGA-IN-A6RI-01,TCGA-IN-A6RS-01,TCGA-IN-A6RL-01,TCGA-IN-A6RO-01,TCGA-IN-A6RN-01,TCGA-3M-AB47-01,TCGA-IN-A7NT-01,TCGA-D7-A748-01,TCGA-F1-A72C-01,TCGA-IN-A7NU-01,TCGA-RD-A8N1-01,TCGA-RD-A8N0-01,TCGA-RD-A8MW-01,TCGA-VQ-A8E2-01,TCGA-VQ-A8E0-01,TCGA-VQ-A8DL-01,TCGA-VQ-A8DU-01,TCGA-VQ-A8DT-01,TCGA-IN-A7NR-01,TCGA-RD-A8MV-01,TCGA-KB-A93G-01
YWHAE|14-3-3_epsilon,0.19875,0.0036899,0.025275,-0.036778,-0.022775,-0.11695,-0.098073,0.07096,-0.18092,-0.030562,-0.13427,-0.056842,-0.18421,-0.21255,-0.091635,-0.044467,-0.18153,-0.24753,-0.12018,-0.33623,-0.094768,-0.055849,-0.040713,0.040932,0.057542,0.069348,-0.02936,-0.10168,-0.043366,-0.07547,0.047677,0.033312,0.12361,0.0025918,-0.034085,0.25255,-0.11637,-0.10514,-0.12681,-0.2375,-0.2058,-0.048708,0.1389,0.023637,-0.056694,-0.075894,-0.12301,-0.030021,0.031324,0.075413,-0.0014122,-0.10157,-0.03261,-0.080653,-0.04299,-0.085449,-0.1563,-0.033419,-0.048533,-0.17358,-0.17127,-0.13089,-0.073501,-0.054426,-0.048492,-0.021566,0.048727,-0.018932,-0.11979,-0.097022,-0.14061,0.067836,-0.12793,-0.28092,-0.24127,-0.018684,0.034595,-0.082172,-0.023566,0.11999,-0.099746,-0.10268,-0.14875,0.059749,0.032677,-0.17408,-0.17886,0.062107,-0.13769,-0.13658,0.044779,-0.04622,0.025795,-0.085039,-0.013756,0.053628,0.024136,0.065863,0.39847,-0.039343,-0.015679,-0.029518,-0.14444,-0.2425,-0.060474,-0.081694,0.13986,-0.037979,-0.061064,-0.082448,-0.16498,-0.2953,-0.10498,-0.1223,-0.093943,-0.0018896,-0.21262,-0.20249,-0.20604,-0.04406,-0.27974,0.0083495,-9.49E-05,-0.055558,-0.094587,-0.25271,-0.31751,-0.13238,-0.15552,0.034256,-0.21849,0.021094,0.18525,0.018148,-0.15285,-0.12536,-0.12898,-0.29267,-0.27828,-0.00032211,-0.013327,-0.039978,-0.23492,-0.20214,-0.030205,-0.25083,-0.16443,-0.17801,-0.14281,0.16875,0.045916,-0.20894,-0.12573,-0.046722,-0.12914,-0.054963,0.039311,-0.1767,-0.16869,-0.083682,0.011445,-0.084936,0.018179,0.098338,-0.087498,-0.051633,0.029476,-0.030298,-0.05725,0.024676,0.052542,-0.036939,-0.053589,-0.1482,-0.12368,-0.22603,0.11194,-0.12872,-0.16891,-0.33172,-0.0010531,-0.035896,-0.16315,-0.23378,-0.13735,-0.038327,-0.12408,0.073973,0.071127,-0.044616,-0.11288,-0.10228,-0.28326,-0.27666,-0.10589,-0.092924,-0.0061158,0.070722,-0.11716,-0.13664,0.10501,-0.049189,-0.21118,-0.16521,-0.033148,-0.097053,0.1182,-0.29971,-0.0085043,0.026122,-0.17543,-0.055717,-0.053215,0.067301,0.13634,-0.071454,-0.096374,-0.034623,-0.16313,-0.15731,-0.16857,-0.18198,-0.036443,0.054938,-0.099414,-0.11722,-0.21374,0.011874,-0.18889,-0.066465,-0.18517,-0.1077,0.025951,0.10027,0.043364,-0.20164,-0.10632,-0.091815,-0.14626,-0.27312,-0.13853,-0.060264,-0.11273,-0.044904,0.2702,-0.017589,-0.036957,0.052838,-0.11862,0.050568,0.12552,0.21814,-0.16476,-0.1755,-0.094474,-0.081536,-0.013935,-0.15842,-0.0029256,0.13707,0.037426,-0.054913,-0.18116,0.027636,0.0096389,-0.043463,0.022384,0.075699,0.051549,0.055721,0.071339,-0.093167,0.072866,0.039148,0.10842,-0.059435,-0.13967,-0.14603,-0.17886,-0.012304,-0.027713,-0.029561,-0.10242,-0.012626,-0.10533,0.013759,0.050465,0.26004,0.1328,0.12339,-0.11981,0.072507,-0.11561,0.062046,0.05706,0.14133,0.17762,0.097526,0.45037,0.11231,0.11045,0.2066,0.1076,0.077857,-0.013865,0.18288,0.094532,0.20056,0.14896,0.083792,-0.017226,0.19433,0.25332,0.16648,0.09663,0.081832,0.20957,0.17043,0.13572,0.10722,0.065912,0.069368,0.20287,0.058065,0.24323,0.33207,0.19864,0.19438,0.13009,0.21774,0.26603,0.26548,0.20555,0.15844,0.099871,0.21668,0.21571,0.079106,0.19119,-0.012383,0.19865,0.23365,0.1393,0.29831,0.13104,0.22412,0.065885,0.17648,0.19207,0.18658,0.32643,0.1834,0.14013,0.14365,0.16452,0.23604,0.21367,0.22389,0.24003,0.13337,0.24567,0.24809,0.16883,0.13071,0.13011,0.2226,0.28408,0.19246,0.09455,0.16707,0.14013,0.15582,0.12099,0.11117,-0.044594,0.13319,0.19486,0.27914,0.19363,0.12276,0.12502,0.17653,-0.0053171,0.2037,0.19232,0.20615,0.22564,0.17409,0.11099,0.04658,0.19939,0.16356
EIF4EBP1|4E-BP1,0.03054,0.072632,-0.36455,-0.047465,-0.3196,-0.21697,0.16898,-0.31167,-0.38349,-0.2371,-0.090776,-0.15604,-0.15093,-0.22369,0.85185,-0.037342,-0.15077,0.14963,-0.25651,-0.22348,-0.39994,1.0192,0.51881,-0.4991,0.10588,-0.17604,0.018255,-0.054439,0.47432,0.69294,0.67013,0.033866,0.018789,0.27273,-0.23054,-0.35693,0.2723,-0.68809,-0.12384,0.48304,-0.060875,0.38632,-0.071011,0.51375,-0.44479,0.58253,-0.33024,0.07314,0.70554,0.50773,0.43019,0.053246,-0.46552,-0.51093,0.48288,0.3047,0.26343,-0.18728,0.10944,-0.45763,-0.423,-0.18608,0.11565,-0.39285,-0.050323,0.056205,-0.050425,0.24222,0.87227,-0.092323,0.55197,-0.022593,-0.031575,0.10775,0.16273,2.3399,-0.087861,-0.00051043,0.84159,0.85173,0.031328,0.10864,-0.067284,0.59255,0.074108,0.54028,0.45723,-0.33834,-0.081507,-0.35698,-0.38623,-0.14635,-0.20809,0.081568,-0.21698,-0.20863,0.75597,0.056562,-0.26277,0.57653,0.086141,-0.33324,0.76639,-0.29129,-0.47939,-0.21562,-0.56151,0.37257,0.76357,-0.16208,-0.49589,0.262,-0.69989,-0.5166,-0.069567,-0.3667,0.45946,0.016135,-0.023598,0.23492,-0.32524,0.26614,-0.18363,1.2725,-0.03156,-0.18039,0.36501,-0.48117,-0.6577,-0.31313,-0.026003,0.2853,0.56229,0.58318,-0.54279,-0.31187,0.10424,-0.20653,-0.25112,0.78017,-0.33042,-0.095164,1.5847,-0.33192,-0.18348,0.58326,0.37927,-0.57467,0.097265,-0.55878,-0.59009,-0.0072571,-0.45401,0.48091,-0.63861,-0.69055,-0.64025,0.37183,-0.52372,0.27899,0.13263,-0.60078,-0.27637,-0.085921,-0.42847,-0.086009,-0.27981,0.32738,0.50805,0.41318,-0.579,1.0217,-0.24295,0.46077,-0.050013,0.21039,-0.91088,-0.32929,-0.35904,0.27029,0.27947,0.48213,-0.53263,-0.70627,-0.20885,0.70853,0.031868,-0.26905,-0.029673,0.24625,-0.56603,-0.023943,0.028442,0.10686,0.74022,0.42859,0.62063,1.1363,0.40089,-0.40253,-0.41013,0.21483,0.12841,0.23268,0.35765,0.025341,-0.33268,0.52351,-0.36448,-0.18972,0.2989,-0.052456,0.42654,0.012657,0.89386,-0.18097,0.098378,0.18422,0.03703,0.36492,0.47119,0.26913,-0.065619,-0.23304,-0.38159,0.035062,0.67878,-0.39369,0.16457,0.23548,-0.2465,-0.1685,-0.47355,-0.35813,0.36118,-0.26581,-0.48315,-0.43507,0.042932,0.24336,-0.12066,0.068383,-0.43606,-0.47748,-0.037209,-0.3196,0.16385,-0.039974,0.30829,-0.21837,0.10491,-0.59366,0.31167,0.38794,-0.76221,-0.18762,0.050879,-0.13756,-0.10246,0.2486,0.023565,0.17347,-0.015592,-0.3907,0.94001,0.099723,-0.30017,0.23803,0.11672,-0.13596,0.12803,0.59976,0.065227,-0.20279,-0.36968,0.49443,0.48659,0.31522,0.060973,-0.041235,-0.42132,-0.32289,0.017238,-0.43937,0.018619,0.78816,-0.13373,-0.33729,-0.39021,-1.0528,-0.31802,-0.20676,0.59211,0.5904,0.61986,-0.4427,-0.66348,-0.16247,-0.40612,0.14985,0.28822,0.009152,-0.15851,-0.10664,0.45795,0.53826,0.4108,0.46391,0.18902,0.64245,-0.72411,0.028144,0.65692,0.1665,0.74135,0.45669,0.21394,0.24699,0.49364,-0.17661,0.52871,-0.14659,0.38959,-0.055739,0.43662,0.94885,0.020127,-0.10584,-0.27561,-0.26313,0.31271,0.11404,0.065429,0.24955,0.012708,0.34281,1.0713,0.5976,-0.027328,0.19488,0.47029,0.36321,0.38332,0.35449,0.36638,0.12668,0.39946,-0.20597,0.1341,-1.0295,0.14311,0.052265,0.03472,0.82154,0.4769,-0.36987,-0.27791,0.84439,0.8382,0.3208,-0.1547,-0.39231,0.37548,0.32846,0.52495,0.6944,1.1742,0.09321,-0.21181,0.80758,1.0253,0.37819,-0.10562,-0.13137,1.6671,0.16277,0.22644,0.78347,-0.003373,-0.47009,0.096527,0.46747,-0.28174,-0.10122,-0.16922,0.24452,-0.10741,0.15386,0.054497,-0.29669,0.49566,-0.025498
EIF4EBP1|4E-BP1_pS65,-0.52598,-0.25147,0.31774,-0.52876,-0.17397,-0.56951,-0.35686,0.2588,0.16148,-0.20211,-0.22239,-0.19513,-0.19739,0.034692,-0.39439,-0.4573,-0.0080532,-0.21434,0.67909,0.022862,-0.084443,0.080661,-0.41513,0.24475,-0.11577,0.078534,-0.24852,-0.4404,-0.2894,-0.36095,-0.33692,-0.14903,-0.23237,-0.1194,-0.074848,-0.46995,-0.38432,0.89114,0.29349,-0.10726,0.067332,-0.43119,0.4889,-0.47627,0.58939,-0.5818,0.02417,0.28638,-0.26367,-0.10908,0.23315,0.2945,0.14683,0.9175,-0.48851,-0.32188,0.34581,0.33166,0.57909,0.15265,0.58039,0.51844,-0.12154,0.41292,-0.33321,-0.02784,-0.63985,-0.71859,0.58011,-0.12845,0.10323,-0.30615,-0.50189,-0.34839,-0.30126,1.3679,-0.14283,-0.028458,-0.31899,0.6647,-0.22364,-0.36734,-0.58495,-0.19951,-0.2985,-0.093956,-0.062542,-0.10135,-0.16804,0.15917,0.026832,-0.59945,-0.22893,-0.313,-0.062542,-0.18397,-0.24042,-0.2498,-0.38014,-0.71178,-0.40646,-0.3117,0.21876,0.36282,0.50185,0.099474,1.452,0.21961,-0.67372,-0.54323,0.73177,0.038786,0.71836,0.61716,-0.33268,-0.025464,-0.22977,-0.39781,-0.32718,-0.78385,-0.079763,-0.062542,-0.43583,-0.42292,0.1431,0.65125,-0.7117,-0.4185,-0.35572,-0.47475,-0.12353,-0.3566,-0.59504,0.009323,0.61735,-0.36114,-0.56548,-0.3163,-0.17688,-0.30001,-0.32543,-0.2801,-0.47237,-0.033687,-0.61561,-0.70687,-0.35082,0.73867,0.23968,0.63831,0.4819,-0.42613,0.67151,-0.50699,0.76147,-0.041286,0.46662,-0.27871,1.4499,0.05523,-0.3888,0.59245,-0.22085,-0.67999,0.059606,-0.29204,0.021072,-0.26383,-0.093951,-0.42697,1.0981,-0.29146,-0.3267,-0.20861,0.22428,-0.062542,0.774,0.24944,-0.22368,0.30207,-0.30788,-0.58678,0.8144,1.359,0.80167,-0.38723,0.22584,-0.098531,-0.24188,-0.50082,-0.24831,0.7255,-0.32893,0.10085,-0.09272,-0.15696,-0.26566,-0.2957,-0.13409,-0.261,0.3222,0.76724,0.0029092,-0.12975,-0.0098889,-0.16888,-0.24136,-0.36152,-0.1741,0.043054,-0.37974,0.086152,-0.24766,-0.079675,-0.31645,0.080733,-0.26956,0.19144,0.52037,0.14386,0.21876,-0.21789,-0.37652,0.44909,0.54168,-0.4342,-0.54123,-0.14417,0.0022953,-0.051607,0.030277,0.15999,0.48611,-0.33637,-0.44712,-0.32186,-0.0097369,0.38989,-0.48542,0.48925,0.57326,-0.27344,0.43034,-0.2332,-0.77463,-0.66437,0.15426,-0.17763,-0.26618,-0.27963,-0.10158,-0.29637,-0.28693,-0.46603,0.54711,-0.13373,-0.40594,0.29035,-0.34775,-0.41349,-0.31453,-0.70244,-0.45303,-0.32659,-0.56524,0.0034199,0.13248,0.041669,-0.46761,-0.2746,-0.5569,-0.57031,-0.44934,-0.46518,-0.3709,-0.24632,-0.014244,-0.02565,-0.22462,-0.5371,0.18003,-0.058484,-0.062542,-0.158,-0.1579,-0.27557,-0.1793,-0.19047,0.63111,1.2557,0.086303,-0.18224,0.097803,-0.25441,-0.1239,-0.1222,1.0516,-0.10186,0.22174,-0.39603,-0.034308,-0.46335,-0.22255,-0.33112,-0.12445,-0.27096,-0.21582,-0.036444,-0.29567,-0.29003,0.50094,-0.26628,0.026572,-0.28468,-0.10522,-0.38433,-0.12176,0.038791,-0.3134,-0.44409,0.21939,-0.34381,-0.1333,-0.26485,-0.17324,-0.3008,-0.16021,0.23327,0.021607,0.14404,-0.51208,-0.10689,-0.28344,-0.266,-0.3552,-0.025969,-0.025407,-0.14087,-0.42123,-0.15975,-0.20895,-0.14194,-0.064671,-0.45676,-0.24782,-0.23717,-0.23078,0.69834,-0.16159,-0.030804,0.075205,-0.085691,-0.34122,0.037996,-0.2242,-0.068448,0.46861,0.31101,0.33224,0.2414,0.016544,-0.07389,0.33614,0.078511,-0.05416,-0.26921,-0.045494,-0.36314,1.0415,-0.095619,-0.084271,0.051529,-0.16266,-0.1424,0.61821,-0.31268,-0.23788,0.31935,0.0029997,-0.38089,-0.14675,-0.21675,-0.26642,-0.15761,-0.12108,-0.1395,-0.092152,-0.11451,-0.0048353,0.20377,0.17824,-0.1195
